protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GUT_GENOME224243.faa|KAFIPNAD_01958	561	S1_16	444	2.3e-152	500.4	2	433	34	540	97.1	1	high		
GUT_GENOME260853.faa|IKEKDHGI_01403	526	S1_15	471	2e-184	606.6	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME133357.faa|BOFHGJAD_01991	1414	S1_20	444	6.4e-128	420.1	2	436	503	1014	97.7	1	high		
GUT_GENOME238652.faa|LEPGJKAB_01071	552	S1_11	498	1.2e-194	640.6	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME279346.faa|IOKMLEKC_00599	554	S1_16	444	9.6e-153	501.6	2	433	27	533	97.1	1	high		
GUT_GENOME104567.faa|MBCABGCL_00706	1414	S1_20	444	1.1e-127	419.2	2	436	503	1014	97.7	1	high		
GUT_GENOME255768.faa|AIBCMJDB_00795	519	S1_20	444	2e-125	411.8	3	428	26	512	95.7	1	high		
GUT_GENOME128755.faa|HDOKFKAO_00259	1414	S1_20	444	6.8e-129	423.3	2	436	503	1014	97.7	1	high		
GUT_GENOME128755.faa|HDOKFKAO_00602	573	S1_16	444	1.7e-156	514.0	2	433	46	553	97.1	1	high		
GUT_GENOME114677.faa|IKGKJEHL_01546	526	S1_15	471	2.9e-184	606.1	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME230538.faa|GMNHGJCE_00628	465	S1_19	430	4.6e-152	499.3	3	426	28	452	98.4	1	high	3.1.6.- 	
GUT_GENOME002882.faa|OALMGJLK_01266	585	S1_11	498	9.3e-177	581.6	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME175440.faa|LHGNBIBK_00031	519	S1_20	444	1.9e-125	411.9	3	428	26	512	95.7	1	high		
GUT_GENOME217481.faa|CCANEHMM_00217	552	S1_11	498	1.7e-195	643.4	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME161266.faa|DDBLOCLM_01004	526	S1_15	471	4.6e-184	605.4	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME114677.faa|IKGKJEHL_00443	506	S1_20	444	3.3e-155	510.0	3	436	31	495	97.5	1	high		
GUT_GENOME003953.faa|LBKMNOIF_00182	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME085794.faa|NMDHGMDJ_01880	719	S1_20	444	1e-130	429.3	2	431	35	541	96.6	1	high		
GUT_GENOME139599.faa|EILHAPEM_01393	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME086530.faa|DPFJJPCF_02337	585	S1_11	498	6.2e-177	582.2	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME259335.faa|JIKEIINB_00260	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME161266.faa|DDBLOCLM_00475	573	S1_16	444	1.7e-156	514.0	2	433	46	553	97.1	1	high		
GUT_GENOME266648.faa|MBLLBCNE_01220	500	S1_20	444	2.8e-154	506.9	2	436	24	489	97.7	1	high		
GUT_GENOME104567.faa|MBCABGCL_00028	523	S1_4	536	6.9e-147	483.0	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME242083.faa|HJBPLOEH_02181	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME038088.faa|NBIAGOBD_02160	585	S1_11	498	4e-177	582.8	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME217481.faa|CCANEHMM_01854	519	S1_20	444	1.1e-125	412.7	3	428	26	512	95.7	1	high		
GUT_GENOME128755.faa|HDOKFKAO_00422	561	S1_16	444	2.9e-152	500.0	2	433	34	540	97.1	1	high		
GUT_GENOME260853.faa|IKEKDHGI_01100	552	S1_11	498	2.4e-194	639.6	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME224243.faa|KAFIPNAD_01883	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME133357.faa|BOFHGJAD_00112	719	S1_20	444	1.6e-131	432.0	2	431	35	541	96.6	1	high		
GUT_GENOME038088.faa|NBIAGOBD_01210	519	S1_20	444	7.9e-126	413.2	3	428	26	512	95.7	1	high		
GUT_GENOME105409.faa|BIPPCPIG_01099	585	S1_11	498	1e-175	578.2	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME281127.faa|HDJCHFBC_00022	523	S1_4	536	1.3e-146	482.1	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME242083.faa|HJBPLOEH_02200	1414	S1_20	444	9.9e-129	422.7	2	436	503	1014	97.7	1	high		
GUT_GENOME279346.faa|IOKMLEKC_02051	585	S1_11	498	6.2e-177	582.2	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME242083.faa|HJBPLOEH_00741	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME279346.faa|IOKMLEKC_01574	552	S1_11	498	1.3e-194	640.5	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME155462.faa|LNIPPHIK_00932	500	S1_20	444	9.4e-155	508.5	2	436	24	489	97.7	1	high		
GUT_GENOME153556.faa|MANFFFOG_01872	552	S1_11	498	1.6e-195	643.5	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME266648.faa|MBLLBCNE_01669	552	S1_11	498	8e-195	641.2	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME217481.faa|CCANEHMM_01431	719	S1_20	444	1.9e-131	431.7	2	431	35	541	96.6	1	high		
GUT_GENOME243875.faa|JGILPMII_01095	519	S1_20	444	1.1e-125	412.7	3	428	26	512	95.7	1	high		
GUT_GENOME002882.faa|OALMGJLK_01773	1473	S1_20	444	7.5e-128	419.8	2	436	562	1073	97.7	1	high		
GUT_GENOME104157.faa|BLNHLLKH_02144	581	S1_11	498	5.5e-177	582.3	6	483	28	559	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME104157.faa|BLNHLLKH_00101	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME003953.faa|LBKMNOIF_00712	526	S1_15	471	4.6e-184	605.4	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME133357.faa|BOFHGJAD_01474	523	S1_4	536	1.2e-147	485.5	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME242083.faa|HJBPLOEH_00048	519	S1_20	444	2e-125	411.8	3	428	26	512	95.7	1	high		
GUT_GENOME238652.faa|LEPGJKAB_01390	561	S1_16	444	1.2e-152	501.3	2	433	34	540	97.1	1	high		
GUT_GENOME260853.faa|IKEKDHGI_01966	562	S1_16	444	3.8e-156	512.8	2	433	35	542	97.1	1	high		
GUT_GENOME086530.faa|DPFJJPCF_00058	526	S1_15	471	2.5e-184	606.3	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME044384.faa|GBDGKCGM_00350	719	S1_20	444	2.5e-131	431.3	2	431	35	541	96.6	1	high		
GUT_GENOME260853.faa|IKEKDHGI_01885	465	S1_19	430	6.5e-152	498.8	2	426	27	452	98.6	1	high	3.1.6.- 	
GUT_GENOME157481.faa|PPOMAIBF_01952	853	S1_20	444	8.2e-128	419.7	2	436	318	829	97.7	1	high		
GUT_GENOME212734.faa|DAPHOKIH_00207	1414	S1_20	444	8.8e-129	422.9	2	436	503	1014	97.7	1	high		
GUT_GENOME139599.faa|EILHAPEM_02157	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME266648.faa|MBLLBCNE_01370	526	S1_15	471	2.9e-184	606.1	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME258945.faa|FOHCDBNE_01843	552	S1_11	498	8e-195	641.2	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME044384.faa|GBDGKCGM_00307	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME210632.faa|BFOLBKID_00181	719	S1_20	444	3.3e-130	427.6	2	431	35	541	96.6	1	high		
GUT_GENOME131327.faa|DDMHHACP_02326	585	S1_11	498	5e-177	582.5	5	483	31	563	96.0	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME247481.faa|MONJFGFO_01674	658	S1_20	444	1.4e-65	214.6	226	436	23	258	47.3	1	probable fragment		
GUT_GENOME273247.faa|MKHLHNEA_00883	554	S1_16	444	9.6e-153	501.6	2	433	27	533	97.1	1	high		
GUT_GENOME266648.faa|MBLLBCNE_01295	523	S1_4	536	3.5e-147	484.0	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME247481.faa|MONJFGFO_00291	719	S1_20	444	1.6e-131	432.0	2	431	35	541	96.6	1	high		
GUT_GENOME212734.faa|DAPHOKIH_01281	573	S1_16	444	1.7e-156	514.0	2	433	46	553	97.1	1	high		
GUT_GENOME002882.faa|OALMGJLK_01993	526	S1_15	471	2e-184	606.6	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME265600.faa|LCKAFMKK_00924	465	S1_19	430	1.2e-151	497.9	3	426	28	452	98.4	1	high	3.1.6.- 	
GUT_GENOME230538.faa|GMNHGJCE_00735	523	S1_4	536	1.9e-147	484.8	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME225332.faa|NAFIBCMC_00689	465	S1_19	430	4.6e-152	499.3	3	426	28	452	98.4	1	high	3.1.6.- 	
GUT_GENOME020550.faa|GDEADFIN_01454	1414	S1_20	444	1.1e-127	419.2	2	436	503	1014	97.7	1	high		
GUT_GENOME238652.faa|LEPGJKAB_02226	465	S1_19	430	3e-151	496.6	2	426	27	452	98.6	1	high	3.1.6.- 	
GUT_GENOME085794.faa|NMDHGMDJ_00998	519	S1_20	444	3.5e-126	414.3	3	428	26	512	95.7	1	high		
GUT_GENOME114677.faa|IKGKJEHL_00980	561	S1_16	444	2.9e-152	500.0	2	433	34	540	97.1	1	high		
GUT_GENOME182942.faa|CPIEBKMC_00156	561	S1_16	444	2.3e-152	500.4	2	433	34	540	97.1	1	high		
GUT_GENOME281127.faa|HDJCHFBC_01035	526	S1_15	471	2e-184	606.6	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME161266.faa|DDBLOCLM_00772	519	S1_20	444	2.2e-124	408.4	3	428	26	512	95.7	1	high		
GUT_GENOME157481.faa|PPOMAIBF_01662	562	S1_16	444	7.3e-157	515.2	2	433	35	542	97.1	1	high		
GUT_GENOME266648.faa|MBLLBCNE_01900	465	S1_19	430	1.1e-151	498.1	2	426	27	452	98.6	1	high	3.1.6.- 	
GUT_GENOME020550.faa|GDEADFIN_00064	523	S1_4	536	2.5e-145	477.9	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME128755.faa|HDOKFKAO_01247	519	S1_20	444	1.9e-125	411.9	3	428	26	512	95.7	1	high		
GUT_GENOME265600.faa|LCKAFMKK_00280	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME243875.faa|JGILPMII_01528	465	S1_19	430	1.2e-151	498.0	3	427	28	453	98.6	1	high	3.1.6.- 	
GUT_GENOME218696.faa|NHAGJDJP_02010	552	S1_11	498	1.4e-195	643.7	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME155462.faa|LNIPPHIK_00863	519	S1_20	444	1.7e-126	415.4	3	428	26	512	95.7	1	high		
GUT_GENOME131327.faa|DDMHHACP_02036	562	S1_16	444	3.4e-156	513.0	2	433	35	542	97.1	1	high		
GUT_GENOME247481.faa|MONJFGFO_00649	433	S1_4	536	8e-134	439.9	2	415	26	431	77.1	1	high	3.1.6.1 	
GUT_GENOME086530.faa|DPFJJPCF_01919	523	S1_4	536	1.8e-147	485.0	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME085794.faa|NMDHGMDJ_00993	535	S1_4	536	2.4e-147	484.5	2	508	26	523	94.4	1	high	3.1.6.1 	
GUT_GENOME044384.faa|GBDGKCGM_01929	562	S1_16	444	2.1e-155	510.4	2	433	35	542	97.1	1	high		
GUT_GENOME020550.faa|GDEADFIN_01669	526	S1_15	471	4.6e-184	605.4	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME242083.faa|HJBPLOEH_00937	585	S1_11	498	6.2e-177	582.2	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME164131.faa|GHEPHDMH_01835	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME218696.faa|NHAGJDJP_00008	519	S1_20	444	2e-125	411.8	3	428	26	512	95.7	1	high		
GUT_GENOME131327.faa|DDMHHACP_01703	465	S1_19	430	2e-152	500.5	2	426	27	452	98.6	1	high	3.1.6.- 	
GUT_GENOME133357.faa|BOFHGJAD_00712	465	S1_19	430	3e-151	496.6	2	426	27	452	98.6	1	high	3.1.6.- 	
GUT_GENOME242083.faa|HJBPLOEH_00157	562	S1_16	444	1e-156	514.7	2	433	35	542	97.1	1	high		
GUT_GENOME273247.faa|MKHLHNEA_00303	350	S1_20	444	7e-95	311.2	3	272	26	338	60.6	1	high		
GUT_GENOME164131.faa|GHEPHDMH_01682	585	S1_11	498	6.2e-177	582.2	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME273078.faa|BNFHDNKD_02110	573	S1_16	444	1.1e-156	514.6	2	433	46	553	97.1	1	high		
GUT_GENOME261354.faa|MNGKDDCB_00244	519	S1_20	444	8.9e-126	413.0	3	428	26	512	95.7	1	high		
GUT_GENOME153556.faa|MANFFFOG_00619	206	S1_20	444	6.1e-50	163.1	2	143	23	174	31.8	1	probable fragment		
GUT_GENOME258945.faa|FOHCDBNE_01361	526	S1_15	471	4.7e-184	605.4	5	467	31	514	98.1	1	high	3.1.6.4 	
GUT_GENOME128755.faa|HDOKFKAO_01059	585	S1_11	498	8.8e-177	581.7	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME281127.faa|HDJCHFBC_00138	719	S1_20	444	2.7e-131	431.2	2	431	35	541	96.6	1	high		
GUT_GENOME114677.faa|IKGKJEHL_00369	523	S1_4	536	3.5e-147	484.0	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME238652.faa|LEPGJKAB_00169	547	S1_11	498	7.6e-172	565.4	14	483	2	525	94.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME063485.faa|IFAHCEJC_00491	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME175440.faa|LHGNBIBK_01151	1414	S1_20	444	6.8e-129	423.3	2	436	503	1014	97.7	1	high		
GUT_GENOME273078.faa|BNFHDNKD_00890	523	S1_4	536	1.3e-146	482.2	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME153556.faa|MANFFFOG_01577	573	S1_16	444	2.3e-156	513.5	2	433	46	553	97.1	1	high		
GUT_GENOME175440.faa|LHGNBIBK_00142	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME253684.faa|MDAFMJHG_01928	465	S1_19	430	1.2e-151	498.0	3	427	28	453	98.6	1	high	3.1.6.- 	
GUT_GENOME218696.faa|NHAGJDJP_00893	562	S1_16	444	7.3e-157	515.2	2	433	35	542	97.1	1	high		
GUT_GENOME038088.faa|NBIAGOBD_01205	523	S1_4	536	2e-147	484.8	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME086530.faa|DPFJJPCF_01404	573	S1_16	444	1.7e-156	514.0	2	433	46	553	97.1	1	high		
GUT_GENOME002882.faa|OALMGJLK_00329	535	S1_4	536	2.4e-147	484.5	2	508	26	523	94.4	1	high	3.1.6.1 	
GUT_GENOME224243.faa|KAFIPNAD_01467	523	S1_4	536	1.3e-146	482.2	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME104567.faa|MBCABGCL_00144	719	S1_20	444	3.4e-131	430.9	2	431	35	541	96.6	1	high		
GUT_GENOME086530.faa|DPFJJPCF_00759	465	S1_19	430	1.2e-151	498.0	3	427	28	453	98.6	1	high	3.1.6.- 	
GUT_GENOME092915.faa|AGMFLMNB_01650	552	S1_11	498	8e-195	641.2	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME161266.faa|DDBLOCLM_01518	465	S1_19	430	4.6e-152	499.3	3	426	28	452	98.4	1	high	3.1.6.- 	
GUT_GENOME224243.faa|KAFIPNAD_01503	585	S1_11	498	8.8e-177	581.7	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME212734.faa|DAPHOKIH_01500	519	S1_20	444	1.9e-125	411.9	3	428	26	512	95.7	1	high		
GUT_GENOME182942.faa|CPIEBKMC_00097	719	S1_20	444	9e-131	429.5	2	431	35	541	96.6	1	high		
GUT_GENOME210632.faa|BFOLBKID_00981	585	S1_11	498	3.3e-176	579.8	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME265600.faa|LCKAFMKK_01173	535	S1_4	536	5.3e-147	483.4	2	508	26	523	94.4	1	high	3.1.6.1 	
GUT_GENOME175440.faa|LHGNBIBK_02440	585	S1_11	498	8.8e-177	581.7	6	483	32	563	95.8	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME161266.faa|DDBLOCLM_00767	523	S1_4	536	1.8e-147	485.0	2	506	26	521	94.0	1	high	3.1.6.1 	
GUT_GENOME273078.faa|BNFHDNKD_01836	552	S1_11	498	8e-195	641.2	5	484	27	536	96.2	1	high	3.1.6.11 3.1.6.14 	
GUT_GENOME258945.faa|FOHCDBNE_02079	465	S1_19	430	1.2e-151	497.9	3	426	28	452	98.4	1	high	3.1.6.- 	
GUT_GENOME153556.faa|MANFFFOG_00099	500	S1_20	444	5.4e-155	509.3	2	436	24	489	97.7	1	high		
GUT_GENOME281127.faa|HDJCHFBC_00027	519	S1_20	444	2.6e-126	414.8	3	428	26	512	95.7	1	high		
