Run,Assay Type,BioProject,BioSample,Center Name,Collection_Date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Bytes
ERR2017603,WGS,PRJEB21528,SAMEA104142294,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077185,SAMEA104142294,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011807-31,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142294,ZSL-022,Illumina,ERP023788,ZSL-022,"fastq,sra","s3,ena","ena,s3.us-east-1",197,4306351807,3052232890
ERR2017604,WGS,PRJEB21528,SAMEA104142295,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077186,SAMEA104142295,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011806-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142295,ZSL-023,Illumina,ERP023788,ZSL-023,"sra,fastq","ena,s3","s3.us-east-1,ena",197,4273773649,3049897124
ERR2017605,WGS,PRJEB21528,SAMEA104142296,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077187,SAMEA104142296,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011805-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142296,ZSL-024,Illumina,ERP023788,ZSL-024,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4056856218,2870102420
ERR2017606,WGS,PRJEB21528,SAMEA104142297,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077188,SAMEA104142297,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011804-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142297,ZSL-025,Illumina,ERP023788,ZSL-025,"fastq,sra","s3,ena","ena,s3.us-east-1",197,3913713330,2787560361
ERR2017607,WGS,PRJEB21528,SAMEA104142298,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077189,SAMEA104142298,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011803-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142298,ZSL-028,Illumina,ERP023788,ZSL-028,"fastq,sra","s3,ena","ena,s3.us-east-1",196,3579406860,2601746039
ERR2017608,WGS,PRJEB21528,SAMEA104142285,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077190,SAMEA104142285,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011822-36,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142285,ZSL-029,Illumina,ERP023788,ZSL-029,"sra,fastq","s3,ena","ena,s3.us-east-1",197,3745380153,2683874585
ERR2017609,WGS,PRJEB21528,SAMEA104142299,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077191,SAMEA104142299,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011802-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142299,ZSL-031,Illumina,ERP023788,ZSL-031,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4520408239,3231658725
ERR2017610,WGS,PRJEB21528,SAMEA104142300,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077192,SAMEA104142300,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011801-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142300,ZSL-033,Illumina,ERP023788,ZSL-033,"fastq,sra","s3,ena","s3.us-east-1,ena",197,3752085577,2708495734
ERR2017611,WGS,PRJEB21528,SAMEA104142301,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077193,SAMEA104142301,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011799-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142301,ZSL-035,Illumina,ERP023788,ZSL-035,"fastq,sra","s3,ena","s3.us-east-1,ena",197,4586519971,3269132515
ERR2017612,WGS,PRJEB21528,SAMEA104142302,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077194,SAMEA104142302,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011798-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142302,ZSL-037,Illumina,ERP023788,ZSL-037,"sra,fastq","ena,s3","ena,s3.us-east-1",197,4240247434,3024418224
ERR2017613,WGS,PRJEB21528,SAMEA104142290,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077195,SAMEA104142290,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011813-46,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142290,ZSL-040,Illumina,ERP023788,ZSL-040,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4571909156,3321860205
ERR2017614,WGS,PRJEB21528,SAMEA104142308,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077196,SAMEA104142308,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011768-47,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142308,ZSL-042,Illumina,ERP023788,ZSL-042,"sra,fastq","s3,ena","s3.us-east-1,ena",197,5621167196,4091708077
ERR2017615,WGS,PRJEB21528,SAMEA104142307,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077197,SAMEA104142307,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011769-57,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142307,ZSL-044,Illumina,ERP023788,ZSL-044,"fastq,sra","ena,s3","s3.us-east-1,ena",196,4685279853,3462356880
ERR2017616,WGS,PRJEB21528,SAMEA104142292,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077198,SAMEA104142292,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011810-62,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142292,ZSL-045,Illumina,ERP023788,ZSL-045,"sra,fastq","ena,s3","s3.us-east-1,ena",197,5004946552,3649229661
ERR2017617,WGS,PRJEB21528,SAMEA104142283,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077199,SAMEA104142283,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011825-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142283,ZSL-046,Illumina,ERP023788,ZSL-046,"sra,fastq","s3,ena","ena,s3.us-east-1",197,4334174755,3030941132
ERR2017618,WGS,PRJEB21528,SAMEA104142289,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077200,SAMEA104142289,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011815-75,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142289,ZSL-047,Illumina,ERP023788,ZSL-047,"sra,fastq","s3,ena","s3.us-east-1,ena",197,3783199780,2635951448
ERR2017619,WGS,PRJEB21528,SAMEA104142303,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077201,SAMEA104142303,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011797-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142303,ZSL-050,Illumina,ERP023788,ZSL-050,"sra,fastq","ena,s3","ena,s3.us-east-1",197,2549892438,1789878110
ERR2017620,WGS,PRJEB21528,SAMEA104142278,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077202,SAMEA104142278,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011919-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142278,ZSL-052,Illumina,ERP023788,ZSL-052,"fastq,sra","ena,s3","ena,s3.us-east-1",193,4836699058,3974239542
ERR2017621,WGS,PRJEB21528,SAMEA104142277,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077203,SAMEA104142277,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011920-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142277,ZSL-053,Illumina,ERP023788,ZSL-053,"sra,fastq","s3,ena","ena,s3.us-east-1",192,5634838356,4745784028
ERR2017622,WGS,PRJEB21528,SAMEA104142276,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077204,SAMEA104142276,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011921-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142276,ZSL-055,Illumina,ERP023788,ZSL-055,"sra,fastq","ena,s3","s3.us-east-1,ena",191,5869473697,4975607246
ERR2017623,WGS,PRJEB21528,SAMEA104142275,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077205,SAMEA104142275,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011922-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142275,ZSL-057,Illumina,ERP023788,ZSL-057,"sra,fastq","s3,ena","ena,s3.us-east-1",193,4827791732,4060535317
ERR2017624,WGS,PRJEB21528,SAMEA104142274,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077206,SAMEA104142274,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011923-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142274,ZSL-062,Illumina,ERP023788,ZSL-062,"sra,fastq","s3,ena","ena,s3.us-east-1",192,6068891171,5092809364
ERR2017625,WGS,PRJEB21528,SAMEA104142273,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077207,SAMEA104142273,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011924-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142273,ZSL-063,Illumina,ERP023788,ZSL-063,"sra,fastq","ena,s3","ena,s3.us-east-1",191,6104329710,5135061294
ERR2017626,WGS,PRJEB21528,SAMEA104142272,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077208,SAMEA104142272,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011925-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142272,ZSL-065,Illumina,ERP023788,ZSL-065,"sra,fastq","s3,ena","ena,s3.us-east-1",191,6014604896,5077840347
ERR2017627,WGS,PRJEB21528,SAMEA104142271,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077209,SAMEA104142271,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011926-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142271,ZSL-066,Illumina,ERP023788,ZSL-066,"fastq,sra","s3,ena","s3.us-east-1,ena",188,4475443382,3820495694
ERR2017628,WGS,PRJEB21528,SAMEA104142270,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077210,SAMEA104142270,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011927-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142270,ZSL-068,Illumina,ERP023788,ZSL-068,"fastq,sra","s3,ena","ena,s3.us-east-1",193,5820032320,4840168523
ERR2017629,WGS,PRJEB21528,SAMEA104142269,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077211,SAMEA104142269,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011928-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142269,ZSL-071,Illumina,ERP023788,ZSL-071,"fastq,sra","ena,s3","s3.us-east-1,ena",193,5165350931,4280625217
ERR2017630,WGS,PRJEB21528,SAMEA104142268,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077212,SAMEA104142268,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011929-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142268,ZSL-073,Illumina,ERP023788,ZSL-073,"sra,fastq","ena,s3","s3.us-east-1,ena",192,6050517406,5042411508
ERR2017631,WGS,PRJEB21528,SAMEA104142267,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077213,SAMEA104142267,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011930-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142267,ZSL-074,Illumina,ERP023788,ZSL-074,"fastq,sra","s3,ena","s3.us-east-1,ena",194,6033765937,4975869027
ERR2017632,WGS,PRJEB21528,SAMEA104142266,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077214,SAMEA104142266,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011932-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142266,ZSL-076,Illumina,ERP023788,ZSL-076,"sra,fastq","s3,ena","s3.us-east-1,ena",197,5249023781,3728473336
ERR2017633,WGS,PRJEB21528,SAMEA104142265,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077215,SAMEA104142265,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011933-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142265,ZSL-077,Illumina,ERP023788,ZSL-077,"sra,fastq","s3,ena","ena,s3.us-east-1",197,4005525965,2862159378
ERR2017634,WGS,PRJEB21528,SAMEA104142264,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077216,SAMEA104142264,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011935-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142264,ZSL-079,Illumina,ERP023788,ZSL-079,"fastq,sra","ena,s3","s3.us-east-1,ena",197,4508502432,3187632770
ERR2017635,WGS,PRJEB21528,SAMEA104142263,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077217,SAMEA104142263,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011936-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142263,ZSL-080,Illumina,ERP023788,ZSL-080,"sra,fastq","s3,ena","ena,s3.us-east-1",198,4961571571,3486761440
ERR2017636,WGS,PRJEB21528,SAMEA104142262,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077218,SAMEA104142262,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011937-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142262,ZSL-083,Illumina,ERP023788,ZSL-083,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4131255973,2937127282
ERR2017637,WGS,PRJEB21528,SAMEA104142261,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077219,SAMEA104142261,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011938-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142261,ZSL-084,Illumina,ERP023788,ZSL-084,"sra,fastq","s3,ena","ena,s3.us-east-1",197,5487459171,3939841348
ERR2017638,WGS,PRJEB21528,SAMEA104142260,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077220,SAMEA104142260,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011939-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142260,ZSL-085,Illumina,ERP023788,ZSL-085,"fastq,sra","ena,s3","ena,s3.us-east-1",197,4571062714,3259916655
ERR2017639,WGS,PRJEB21528,SAMEA104142259,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077221,SAMEA104142259,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011940-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142259,ZSL-086,Illumina,ERP023788,ZSL-086,"fastq,sra","s3,ena","ena,s3.us-east-1",198,3998150990,2820500706
ERR2017640,WGS,PRJEB21528,SAMEA104142258,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077222,SAMEA104142258,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011941-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142258,ZSL-088,Illumina,ERP023788,ZSL-088,"fastq,sra","s3,ena","ena,s3.us-east-1",197,4192839008,3017310606
ERR2017641,WGS,PRJEB21528,SAMEA104142257,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077223,SAMEA104142257,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011942-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142257,ZSL-089,Illumina,ERP023788,ZSL-089,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4572691909,3273545750
ERR2017642,WGS,PRJEB21528,SAMEA104142256,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077224,SAMEA104142256,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011943-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142256,ZSL-091,Illumina,ERP023788,ZSL-091,"fastq,sra","ena,s3","ena,s3.us-east-1",196,4706203574,3435663449
