cazy_family	phylum	meanCopyNumber	prevalence
GH25	Chloroflexi	1.2218649517684887	0.9951768488745981
GH25	Actinobacteria	0.6751093294460642	0.49435131195335275
GH25	Spirochaetes	0	0
GH25	Lentisphaerae	0	0
GH25	Euryarchaeota	0.014141414141414142	0.014141414141414142
GH25	Fusobacteria	0.04090909090909091	0.04090909090909091
GH25	Synergistetes	0	0
GH25	Tenericutes	1.1038251366120218	0.8743169398907104
GH25	Fibrobacteres	0	0
GH25	Elusimicrobia	0	0
GH25	Verrucomicrobia	0.0013966480446927375	0.0013966480446927375
GH25	Bacteroidetes	0.8086549185813071	0.5031898282400179
GH25	Bacteria phylum [Firmicutes/Actinobacteria]	1.1111111111111112	0.5555555555555556
GH25	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH25	Bacteria phylum incertae sedis	1.4914285714285713	0.888
GH25		1.3615952732644017	0.6262924667651403
GH26	Proteobacteria	0.008600469116497263	0.006059421422986709
GH26	Firmicutes	0.36071988745694744	0.17909868538072216
GH26	Candidatus Melainabacteria	0	0
GH26	Chloroflexi	0.6109324758842444	0.40192926045016075
GH26	Actinobacteria	0.08946793002915451	0.07270408163265306
GH26	Spirochaetes	0.32142857142857145	0.32142857142857145
GH26	Lentisphaerae	0.1282051282051282	0.1282051282051282
GH26	Euryarchaeota	0	0
GH26	Fusobacteria	0	0
GH26	Synergistetes	0	0
GH26	Tenericutes	0	0
GH26	Fibrobacteres	2	1
GH26	Elusimicrobia	0	0
GH26	Verrucomicrobia	0.04958100558659218	0.04958100558659218
GH26	Bacteroidetes	0.728574615213027	0.41730983716261433
GH26	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH26	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH26	Bacteria phylum incertae sedis	0.016	0.012571428571428572
GH26		0.34416543574593794	0.18257016248153618
GH27	Proteobacteria	0.014171227521501172	0.009675527756059421
GH27	Firmicutes	0.33518749090438693	0.22332357744611356
GH27	Candidatus Melainabacteria	0	0
GH27	Chloroflexi	1.135048231511254	0.819935691318328
GH27	Actinobacteria	0.23760932944606414	0.23469387755102042
GH27	Spirochaetes	0.005952380952380952	0.005952380952380952
GH27	Lentisphaerae	0.9743589743589743	0.6666666666666666
GH27	Euryarchaeota	0	0
GH27	Fusobacteria	0	0
GH27	Synergistetes	0	0
GH27	Tenericutes	0	0
GH27	Fibrobacteres	0	0
GH27	Elusimicrobia	0	0
GH27	Verrucomicrobia	1.1089385474860336	0.909217877094972
GH27	Bacteroidetes	0.7356680794111087	0.5157260762881999
GH27	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH27	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH27	Bacteria phylum incertae sedis	0.10514285714285715	0.06742857142857143
GH27		0.4011816838995569	0.27267355982274744
GH28	Proteobacteria	0.09763487099296325	0.050918686473807664
GH28	Firmicutes	0.7944957392105816	0.3362870494639652
GH28	Candidatus Melainabacteria	0	0
GH28	Chloroflexi	2.127009646302251	0.792604501607717
GH28	Actinobacteria	0.14595481049562684	0.13957725947521865
GH28	Spirochaetes	0.08333333333333333	0.07142857142857142
GH28	Lentisphaerae	5.666666666666667	1
GH28	Euryarchaeota	0.006060606060606061	0.00404040404040404
GH28	Fusobacteria	0.35454545454545455	0.34545454545454546
GH28	Synergistetes	0	0
GH28	Tenericutes	0.0546448087431694	0.03278688524590164
GH28	Fibrobacteres	0	0
GH28	Elusimicrobia	0	0
GH28	Verrucomicrobia	0.22276536312849163	0.07891061452513966
GH28	Bacteroidetes	3.002052197189382	0.557483827793888
GH28	Bacteria phylum [Firmicutes/Actinobacteria]	0.3333333333333333	0.3333333333333333
GH28	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH28	Bacteria phylum incertae sedis	0.5474285714285714	0.1337142857142857
GH28		1.0115214180206795	0.33175775480059083
GH29	Proteobacteria	0.039288506645817046	0.019448788115715404
GH29	Firmicutes	0.4943162524457093	0.26289151561211455
GH29	Candidatus Melainabacteria	0	0
GH29	Chloroflexi	2.8617363344051445	1
GH29	Actinobacteria	0.14395043731778426	0.12135568513119534
GH29	Spirochaetes	0.09523809523809523	0.08333333333333333
GH29	Lentisphaerae	3.7435897435897436	0.9743589743589743
GH29	Euryarchaeota	0.00202020202020202	0.00202020202020202
GH29	Fusobacteria	0	0
GH29	Synergistetes	0	0
GH29	Tenericutes	0.06557377049180328	0.06557377049180328
GH29	Fibrobacteres	0	0
GH29	Elusimicrobia	0	0
GH29	Verrucomicrobia	3.516759776536313	0.9532122905027933
GH29	Bacteroidetes	2.7988400624581753	0.7846977470443899
GH29	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH29	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH29	Bacteria phylum incertae sedis	0.5005714285714286	0.14742857142857144
GH29		0.8836041358936485	0.35096011816838996
GH3	Proteobacteria	1.4572908522283035	0.8669859265050821
GH3	Firmicutes	3.078650776967482	0.7986999337030869
GH3	Candidatus Melainabacteria	1	1
GH3	Chloroflexi	5.561093247588424	1
GH3	Actinobacteria	2.1683673469387754	0.6016763848396501
GH3	Spirochaetes	2.0595238095238093	0.7738095238095238
GH3	Lentisphaerae	0.8974358974358975	0.7435897435897436
GH3	Euryarchaeota	0.010101010101010102	0.00808080808080808
GH3	Fusobacteria	0.02727272727272727	0.02727272727272727
GH3	Synergistetes	0	0
GH3	Tenericutes	0.3879781420765027	0.2568306010928962
GH3	Fibrobacteres	0	0
GH3	Elusimicrobia	3.8421052631578947	1
GH3	Verrucomicrobia	0.9266759776536313	0.8973463687150838
GH3	Bacteroidetes	6.00566584876199	0.819852777158153
GH3	Bacteria phylum [Firmicutes/Actinobacteria]	2.3333333333333335	0.5555555555555556
GH3	Bacteria phylum [Proteobacteria/Firmicutes]	0.9746835443037974	0.9746835443037974
GH3	Bacteria phylum incertae sedis	2.4251428571428573	0.9462857142857143
GH3		3.0020679468242246	0.7255539143279173
GH30	Proteobacteria	0.0013682564503518374	0.0013682564503518374
GH30	Firmicutes	0.027925553417525024	0.02664812509095613
GH30	Candidatus Melainabacteria	0	0
GH30	Chloroflexi	0.00482315112540193	0.00482315112540193
GH30	Actinobacteria	0.014395043731778426	0.014395043731778426
GH30	Spirochaetes	0.017857142857142856	0.017857142857142856
GH30	Lentisphaerae	0	0
GH30	Euryarchaeota	0	0
GH30	Fusobacteria	0	0
GH30	Synergistetes	0	0
GH30	Tenericutes	0.060109289617486336	0.060109289617486336
GH30	Fibrobacteres	3	1
GH30	Elusimicrobia	0	0
GH30	Verrucomicrobia	0	0
GH30	Bacteroidetes	0.06321659602944457	0.05888913673879099
GH30	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30	Bacteria phylum incertae sedis	0.35314285714285715	0.3485714285714286
GH30		0.06026587887740029	0.05701624815361891
GH30_1	Proteobacteria	0.013193901485535574	0.012900703674745896
GH30_1	Firmicutes	0.05305370049965235	0.046957618485519784
GH30_1	Candidatus Melainabacteria	0	0
GH30_1	Chloroflexi	0	0
GH30_1	Actinobacteria	0.00619533527696793	0.00619533527696793
GH30_1	Spirochaetes	0.011904761904761904	0.011904761904761904
GH30_1	Lentisphaerae	0	0
GH30_1	Euryarchaeota	0	0
GH30_1	Fusobacteria	0	0
GH30_1	Synergistetes	0	0
GH30_1	Tenericutes	0	0
GH30_1	Fibrobacteres	0	0
GH30_1	Elusimicrobia	0	0
GH30_1	Verrucomicrobia	0	0
GH30_1	Bacteroidetes	0.0023644880660272137	0.002319875083649342
GH30_1	Bacteria phylum [Firmicutes/Actinobacteria]	0.2222222222222222	0.1111111111111111
GH30_1	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_1	Bacteria phylum incertae sedis	0.03542857142857143	0.03542857142857143
GH30_1		0.026883308714918758	0.024224519940915804
GH30_2	Proteobacteria	0.004300234558248632	0.003518373729476153
GH30_2	Firmicutes	0.00323399576346555	0.00323399576346555
GH30_2	Candidatus Melainabacteria	0	0
GH30_2	Chloroflexi	0	0
GH30_2	Actinobacteria	0.15980320699708456	0.15925655976676384
GH30_2	Spirochaetes	0	0
GH30_2	Lentisphaerae	0	0
GH30_2	Euryarchaeota	0	0
GH30_2	Fusobacteria	0	0
GH30_2	Synergistetes	0	0
GH30_2	Tenericutes	0	0
GH30_2	Fibrobacteres	0	0
GH30_2	Elusimicrobia	0	0
GH30_2	Verrucomicrobia	0	0
GH30_2	Bacteroidetes	0.30394824894044165	0.22297568592460407
GH30_2	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_2	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_2	Bacteria phylum incertae sedis	0	0
GH30_2		0.06410635155096012	0.05051698670605613
GH30_3	Proteobacteria	0.001563721657544957	0.001563721657544957
GH30_3	Firmicutes	0.0013582782206555308	0.0013097682842035476
GH30_3	Candidatus Melainabacteria	0	0
GH30_3	Chloroflexi	0.3987138263665595	0.3987138263665595
GH30_3	Actinobacteria	0.0020043731778425656	0.0020043731778425656
GH30_3	Spirochaetes	0	0
GH30_3	Lentisphaerae	0	0
GH30_3	Euryarchaeota	0	0
GH30_3	Fusobacteria	0	0
GH30_3	Synergistetes	0	0
GH30_3	Tenericutes	0	0
GH30_3	Fibrobacteres	0	0
GH30_3	Elusimicrobia	0	0
GH30_3	Verrucomicrobia	0	0
GH30_3	Bacteroidetes	0.30733883560115993	0.2980593352665626
GH30_3	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_3	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_3	Bacteria phylum incertae sedis	0	0
GH30_3		0.05524372230428361	0.053175775480059084
GH30_4	Proteobacteria	0.002638780297107115	0.0014659890539483972
GH30_4	Firmicutes	0.06327312711220348	0.042688744077745255
GH30_4	Candidatus Melainabacteria	0	0
GH30_4	Chloroflexi	0	0
GH30_4	Actinobacteria	0	0
GH30_4	Spirochaetes	0	0
GH30_4	Lentisphaerae	0	0
GH30_4	Euryarchaeota	0	0
GH30_4	Fusobacteria	0	0
GH30_4	Synergistetes	0	0
GH30_4	Tenericutes	0	0
GH30_4	Fibrobacteres	0	0
GH30_4	Elusimicrobia	0	0
GH30_4	Verrucomicrobia	0.210195530726257	0.07681564245810056
GH30_4	Bacteroidetes	0.4458175329020745	0.28953825563238905
GH30_4	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_4	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_4	Bacteria phylum incertae sedis	0	0
GH30_4		0.16100443131462333	0.11255539143279172
GH30_5	Proteobacteria	5.863956215793588e-4	5.863956215793589e-4
GH30_5	Firmicutes	0.014197241401613764	0.013534272270103327
GH30_5	Candidatus Melainabacteria	0	0
GH30_5	Chloroflexi	0	0
GH30_5	Actinobacteria	0.15433673469387754	0.15433673469387754
GH30_5	Spirochaetes	0	0
GH30_5	Lentisphaerae	0	0
GH30_5	Euryarchaeota	0	0
GH30_5	Fusobacteria	0	0
GH30_5	Synergistetes	0	0
GH30_5	Tenericutes	0	0
GH30_5	Fibrobacteres	0	0
GH30_5	Elusimicrobia	0	0
GH30_5	Verrucomicrobia	0	0
GH30_5	Bacteroidetes	0.032165960294445683	0.031006022752621012
GH30_5	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_5	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_5	Bacteria phylum incertae sedis	0	0
GH30_5		0.01772525849335303	0.01772525849335303
GH30_6	Proteobacteria	9.773260359655981e-5	9.773260359655981e-5
GH30_6	Firmicutes	1.616997881732775e-4	1.4552980935594975e-4
GH30_6	Candidatus Melainabacteria	0	0
GH30_6	Chloroflexi	0	0
GH30_6	Actinobacteria	0	0
GH30_6	Spirochaetes	0	0
GH30_6	Lentisphaerae	0	0
GH30_6	Euryarchaeota	0	0
GH30_6	Fusobacteria	0	0
GH30_6	Synergistetes	0	0
GH30_6	Tenericutes	0	0
GH30_6	Fibrobacteres	0	0
GH30_6	Elusimicrobia	0	0
GH30_6	Verrucomicrobia	0	0
GH30_6	Bacteroidetes	0.10318982824001785	0.09364265001115324
GH30_6	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_6	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_6	Bacteria phylum incertae sedis	0	0
GH30_6		0.014180206794682423	0.013589364844903988
GH30_8	Proteobacteria	4.88663017982799e-4	4.88663017982799e-4
GH30_8	Firmicutes	0.005303753052083502	0.005287583073266174
GH30_8	Candidatus Melainabacteria	0	0
GH30_8	Chloroflexi	0	0
GH30_8	Actinobacteria	0	0
GH30_8	Spirochaetes	0	0
GH30_8	Lentisphaerae	0	0
GH30_8	Euryarchaeota	0	0
GH30_8	Fusobacteria	0	0
GH30_8	Synergistetes	0	0
GH30_8	Tenericutes	0	0
GH30_8	Fibrobacteres	1	1
GH30_8	Elusimicrobia	0	0
GH30_8	Verrucomicrobia	0	0
GH30_8	Bacteroidetes	0.04037474905197413	0.04024091010484051
GH30_8	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_8	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_8	Bacteria phylum incertae sedis	0	0
GH30_8		0.011521418020679469	0.011521418020679469
GH30_9	Proteobacteria	1.9546520719311962e-4	9.773260359655981e-5
GH30_9	Firmicutes	7.761589832317319e-4	7.761589832317319e-4
GH30_9	Candidatus Melainabacteria	0	0
GH30_9	Chloroflexi	0	0
GH30_9	Actinobacteria	0.015488338192419826	0.011115160349854228
GH30_9	Spirochaetes	0	0
GH30_9	Lentisphaerae	0	0
GH30_9	Euryarchaeota	0	0
GH30_9	Fusobacteria	0	0
GH30_9	Synergistetes	0	0
GH30_9	Tenericutes	0	0
GH30_9	Fibrobacteres	0	0
GH30_9	Elusimicrobia	0	0
GH30_9	Verrucomicrobia	0	0
GH30_9	Bacteroidetes	0	0
GH30_9	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH30_9	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH30_9	Bacteria phylum incertae sedis	0	0
GH30_9		0.0011816838995568684	5.908419497784342e-4
GH31	Proteobacteria	0.968236903831118	0.48504691164972635
GH31	Firmicutes	1.1586436621768026	0.5944407612826027
GH31	Candidatus Melainabacteria	0	0
GH31	Chloroflexi	1.9517684887459807	0.9903536977491961
GH31	Actinobacteria	0.9735787172011662	0.5264212827988338
GH31	Spirochaetes	0.8035714285714286	0.625
GH31	Lentisphaerae	0.46153846153846156	0.38461538461538464
GH31	Euryarchaeota	0.00202020202020202	0.00202020202020202
GH31	Fusobacteria	0.15454545454545454	0.15454545454545454
GH31	Synergistetes	0	0
GH31	Tenericutes	0.6557377049180327	0.6557377049180327
GH31	Fibrobacteres	0	0
GH31	Elusimicrobia	0	0
GH31	Verrucomicrobia	1.910614525139665	0.986731843575419
GH31	Bacteroidetes	2.420165068034798	0.7736337274146776
GH31	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH31	Bacteria phylum [Proteobacteria/Firmicutes]	0.012658227848101266	0.006329113924050633
GH31	Bacteria phylum incertae sedis	0.3931428571428571	0.27085714285714285
GH31		1.178434268833087	0.5994091580502215
GH32	Proteobacteria	0.4545543393275997	0.3358092259577795
GH32	Firmicutes	0.8746018142716233	0.4857623336513429
GH32	Candidatus Melainabacteria	0	0
GH32	Chloroflexi	0	0
GH32	Actinobacteria	1.3401967930029155	0.7308673469387755
GH32	Spirochaetes	0.5119047619047619	0.48214285714285715
GH32	Lentisphaerae	0.6153846153846154	0.5897435897435898
GH32	Euryarchaeota	0.006060606060606061	0.006060606060606061
GH32	Fusobacteria	0.8272727272727273	0.5227272727272727
GH32	Synergistetes	0	0
GH32	Tenericutes	0.10382513661202186	0.04371584699453552
GH32	Fibrobacteres	0	0
GH32	Elusimicrobia	0.013157894736842105	0.013157894736842105
GH32	Verrucomicrobia	0.07332402234636871	0.06983240223463687
GH32	Bacteroidetes	1.0215034575061344	0.5729199196966317
GH32	Bacteria phylum [Firmicutes/Actinobacteria]	1.1111111111111112	0.4444444444444444
GH32	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH32	Bacteria phylum incertae sedis	0.9131428571428571	0.8011428571428572
GH32		0.6957163958641064	0.3985228951255539
GH33	Proteobacteria	0.15500390930414387	0.14239640344018764
GH33	Firmicutes	0.26352214478599034	0.15862749219798522
GH33	Candidatus Melainabacteria	0	0
GH33	Chloroflexi	1.6430868167202572	0.7652733118971061
GH33	Actinobacteria	0.296100583090379	0.15451895043731778
GH33	Spirochaetes	2.0892857142857144	0.27380952380952384
GH33	Lentisphaerae	5.871794871794871	0.9743589743589743
GH33	Euryarchaeota	0.006060606060606061	0.00404040404040404
GH33	Fusobacteria	0.4681818181818182	0.36818181818181817
GH33	Synergistetes	0	0
GH33	Tenericutes	0.00546448087431694	0.00546448087431694
GH33	Fibrobacteres	0	0
GH33	Elusimicrobia	0	0
GH33	Verrucomicrobia	3.42877094972067	0.9972067039106145
GH33	Bacteroidetes	1.2939103279054205	0.623332589783627
GH33	Bacteria phylum [Firmicutes/Actinobacteria]	0.1111111111111111	0.1111111111111111
GH33	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH33	Bacteria phylum incertae sedis	0.26971428571428574	0.07542857142857143
GH33		0.5107828655834564	0.276218611521418
GH34	Proteobacteria	0.0013682564503518374	0.0013682564503518374
GH34	Firmicutes	1.616997881732775e-5	1.6169978817327748e-5
GH34	Candidatus Melainabacteria	0	0
GH34	Chloroflexi	0	0
GH34	Actinobacteria	0	0
GH34	Spirochaetes	0	0
GH34	Lentisphaerae	0	0
GH34	Euryarchaeota	0	0
GH34	Fusobacteria	0	0
GH34	Synergistetes	0	0
GH34	Tenericutes	0	0
GH34	Fibrobacteres	0	0
GH34	Elusimicrobia	0	0
GH34	Verrucomicrobia	0	0
GH34	Bacteroidetes	0	0
GH34	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH34	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH34	Bacteria phylum incertae sedis	0	0
GH34		0	0
GH35	Proteobacteria	0.013193901485535574	0.01026192337763878
GH35	Firmicutes	0.18610028620862507	0.14915188461103115
GH35	Candidatus Melainabacteria	0	0
GH35	Chloroflexi	0.3360128617363344	0.3327974276527331
GH35	Actinobacteria	0.1506924198250729	0.14723032069970846
GH35	Spirochaetes	0.2976190476190476	0.2976190476190476
GH35	Lentisphaerae	1.2564102564102564	0.7435897435897436
GH35	Euryarchaeota	0.00202020202020202	0.00202020202020202
GH35	Fusobacteria	0.2	0.18636363636363637
GH35	Synergistetes	0	0
GH35	Tenericutes	0.0273224043715847	0.0273224043715847
GH35	Fibrobacteres	0	0
GH35	Elusimicrobia	0	0
GH35	Verrucomicrobia	1.7925977653631284	0.9315642458100558
GH35	Bacteroidetes	0.8341289315190721	0.5134954271693063
GH35	Bacteria phylum [Firmicutes/Actinobacteria]	0.4444444444444444	0.4444444444444444
GH35	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH35	Bacteria phylum incertae sedis	0.07542857142857143	0.056
GH35		0.26646971935007385	0.1982274741506647
GH36	Proteobacteria	0.186278342455043	0.163408913213448
GH36	Firmicutes	1.0107692058923403	0.5245217728764775
GH36	Candidatus Melainabacteria	0	0
GH36	Chloroflexi	1.7491961414790997	0.8810289389067524
GH36	Actinobacteria	0.910167638483965	0.5368075801749271
GH36	Spirochaetes	0.19047619047619047	0.11904761904761904
GH36	Lentisphaerae	9.025641025641026	1
GH36	Euryarchaeota	0	0
GH36	Fusobacteria	0.9	0.509090909090909
GH36	Synergistetes	0	0
GH36	Tenericutes	0.03825136612021858	0.03825136612021858
GH36	Fibrobacteres	0	0
GH36	Elusimicrobia	0	0
GH36	Verrucomicrobia	0.9748603351955307	0.9189944134078212
GH36	Bacteroidetes	1.3089449029667632	0.7396832478251171
GH36	Bacteria phylum [Firmicutes/Actinobacteria]	0.5555555555555556	0.5555555555555556
GH36	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH36	Bacteria phylum incertae sedis	1.6617142857142857	0.8571428571428571
GH36		0.8608567208271787	0.4915805022156573
GH37	Proteobacteria	0.8693315089913995	0.4514268960125098
GH37	Firmicutes	0.009572627459858029	0.008489238879097069
GH37	Candidatus Melainabacteria	0	0
GH37	Chloroflexi	0	0
GH37	Actinobacteria	0	0
GH37	Spirochaetes	0	0
GH37	Lentisphaerae	0.28205128205128205	0.28205128205128205
GH37	Euryarchaeota	0	0
GH37	Fusobacteria	0	0
GH37	Synergistetes	0	0
GH37	Tenericutes	0.03825136612021858	0.03825136612021858
GH37	Fibrobacteres	0	0
GH37	Elusimicrobia	0	0
GH37	Verrucomicrobia	0	0
GH37	Bacteroidetes	0.03979478028106179	0.03551193397278608
GH37	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH37	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH37	Bacteria phylum incertae sedis	0.12914285714285714	0.08114285714285714
GH37		0.03190546528803545	0.022451994091580503
GH38	Proteobacteria	0.3342455043002346	0.267103205629398
GH38	Firmicutes	0.45062496968128973	0.2055204307682357
GH38	Candidatus Melainabacteria	1	1
GH38	Chloroflexi	1.0385852090032155	0.29260450160771706
GH38	Actinobacteria	0.4436953352769679	0.29901603498542273
GH38	Spirochaetes	0.10119047619047619	0.10119047619047619
GH38	Lentisphaerae	3.3846153846153846	0.8974358974358975
GH38	Euryarchaeota	0.00202020202020202	0.00202020202020202
GH38	Fusobacteria	0.2681818181818182	0.2590909090909091
GH38	Synergistetes	0	0
GH38	Tenericutes	0.00546448087431694	0.00546448087431694
GH38	Fibrobacteres	0	0
GH38	Elusimicrobia	0	0
GH38	Verrucomicrobia	0.017458100558659217	0.007681564245810056
GH38	Bacteroidetes	0.4889582868614767	0.2960963640419362
GH38	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH38	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH38	Bacteria phylum incertae sedis	0.472	0.11771428571428572
GH38		0.4324963072378139	0.2088626292466765
GH39	Proteobacteria	0.03274042220484754	0.023749022673964035
GH39	Firmicutes	0.1998771081609883	0.1435247319826011
GH39	Candidatus Melainabacteria	0	0
GH39	Chloroflexi	0.6237942122186495	0.6221864951768489
GH39	Actinobacteria	0.002186588921282799	0.0014577259475218659
GH39	Spirochaetes	0	0
GH39	Lentisphaerae	30.307692307692307	1
GH39	Euryarchaeota	0	0
GH39	Fusobacteria	0	0
GH39	Synergistetes	0	0
GH39	Tenericutes	0	0
GH39	Fibrobacteres	0	0
GH39	Elusimicrobia	0	0
GH39	Verrucomicrobia	0.23952513966480446	0.07192737430167598
GH39	Bacteroidetes	0.13736337274146776	0.09689939772473789
GH39	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH39	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH39	Bacteria phylum incertae sedis	2.081142857142857	0.07657142857142857
GH39		0.1326440177252585	0.09778434268833087
GH4	Proteobacteria	1.4920836591086786	0.48846755277560594
GH4	Firmicutes	0.4686706660414275	0.28476949695195897
GH4	Candidatus Melainabacteria	0	0
GH4	Chloroflexi	0.7540192926045016	0.7540192926045016
GH4	Actinobacteria	0.5703352769679301	0.36333819241982507
GH4	Spirochaetes	0.4523809523809524	0.26785714285714285
GH4	Lentisphaerae	3.5384615384615383	1
GH4	Euryarchaeota	0.014141414141414142	0.00808080808080808
GH4	Fusobacteria	2.0954545454545452	0.6954545454545454
GH4	Synergistetes	0	0
GH4	Tenericutes	0.0273224043715847	0.02185792349726776
GH4	Fibrobacteres	0	0
GH4	Elusimicrobia	0	0
GH4	Verrucomicrobia	0.006983240223463687	0.002793296089385475
GH4	Bacteroidetes	0.02159268347089003	0.021503457506134284
GH4	Bacteria phylum [Firmicutes/Actinobacteria]	0.8888888888888888	0.5555555555555556
GH4	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH4	Bacteria phylum incertae sedis	0.5645714285714286	0.4777142857142857
GH4		0.3518463810930576	0.23013293943870014
GH42	Proteobacteria	0.13702111024237687	0.09597341673182173
GH42	Firmicutes	0.48564914379962165	0.28637032485487446
GH42	Candidatus Melainabacteria	0	0
GH42	Chloroflexi	0	0
GH42	Actinobacteria	1.2084548104956268	0.5238702623906706
GH42	Spirochaetes	0.16666666666666666	0.16071428571428573
GH42	Lentisphaerae	3.1538461538461537	0.9743589743589743
GH42	Euryarchaeota	0.00404040404040404	0.00404040404040404
GH42	Fusobacteria	0.4727272727272727	0.4681818181818182
GH42	Synergistetes	0	0
GH42	Tenericutes	0	0
GH42	Fibrobacteres	0	0
GH42	Elusimicrobia	0	0
GH42	Verrucomicrobia	0.0111731843575419	0.002793296089385475
GH42	Bacteroidetes	0.2831585991523533	0.24126700869953158
GH42	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH42	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH42	Bacteria phylum incertae sedis	0.2537142857142857	0.064
GH42		0.3376661742983752	0.21683899556868538
GH43_1	Proteobacteria	0.0017591868647380765	0.0017591868647380765
GH43_1	Firmicutes	0.001422958135924842	0.001422958135924842
GH43_1	Candidatus Melainabacteria	0	0
GH43_1	Chloroflexi	0	0
GH43_1	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
GH43_1	Spirochaetes	0.005952380952380952	0.005952380952380952
GH43_1	Lentisphaerae	0	0
GH43_1	Euryarchaeota	0	0
GH43_1	Fusobacteria	0	0
GH43_1	Synergistetes	0	0
GH43_1	Tenericutes	0	0
GH43_1	Fibrobacteres	0	0
GH43_1	Elusimicrobia	0	0
GH43_1	Verrucomicrobia	0.0013966480446927375	0.0013966480446927375
GH43_1	Bacteroidetes	0.24635288869060898	0.24126700869953158
GH43_1	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH43_1	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH43_1	Bacteria phylum incertae sedis	0	0
GH43_1		0.0413589364844904	0.0413589364844904
GH43_10	Proteobacteria	0.05209147771696638	0.047400312744331506
GH43_10	Firmicutes	0.2410620442087221	0.21278075125721585
GH43_10	Candidatus Melainabacteria	0	0
GH43_10	Chloroflexi	0	0
GH43_10	Actinobacteria	0.19533527696793002	0.19533527696793002
GH43_10	Spirochaetes	0.011904761904761904	0.011904761904761904
GH43_10	Lentisphaerae	0	0
GH43_10	Euryarchaeota	0.00202020202020202	0.00202020202020202
GH43_10	Fusobacteria	0	0
GH43_10	Synergistetes	0	0
GH43_10	Tenericutes	0	0
GH43_10	Fibrobacteres	1	1
GH43_10	Elusimicrobia	0	0
GH43_10	Verrucomicrobia	0.004888268156424581	0.004888268156424581
GH43_10	Bacteroidetes	0.9689493642650011	0.3660049074280616
GH43_10	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH43_10	Bacteria phylum [Proteobacteria/Firmicutes]	0.006329113924050633	0.006329113924050633
GH43_10	Bacteria phylum incertae sedis	0	0
GH43_10		0.29098966026587886	0.18906942392909898
GH43_11	Proteobacteria	0.08356137607505865	0.07036747458952307
GH43_11	Firmicutes	0.10573549148650616	0.09908963019258445
GH43_11	Candidatus Melainabacteria	0	0
GH43_11	Chloroflexi	0	0
GH43_11	Actinobacteria	0.46319241982507287	0.30411807580174927
GH43_11	Spirochaetes	0.2857142857142857	0.2857142857142857
GH43_11	Lentisphaerae	0	0
GH43_11	Euryarchaeota	0	0
GH43_11	Fusobacteria	0.004545454545454545	0.004545454545454545
GH43_11	Synergistetes	0	0
GH43_11	Tenericutes	0	0
GH43_11	Fibrobacteres	0	0
GH43_11	Elusimicrobia	0	0
GH43_11	Verrucomicrobia	0	0
