Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,AvgSpotLen,Bases,instrument_model (run)
ERR1137422,WGS,PRJEB11532,SAMEA3664758,663518634,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216288,SAMEA3664758,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD362,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664758,PNP_Main_269,ERP012929,PNP_Main_269,158,1437568496,
ERR1137423,WGS,PRJEB11532,SAMEA3664759,556731534,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216289,SAMEA3664759,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD363,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664759,PNP_Main_270,ERP012929,PNP_Main_270,158,1187514018,
ERR1137424,WGS,PRJEB11532,SAMEA3664770,615108067,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216290,SAMEA3664770,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD376,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664770,PNP_Main_281,ERP012929,PNP_Main_281,158,1321775495,
ERR1137425,WGS,PRJEB11532,SAMEA3664777,353793525,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216291,SAMEA3664777,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD385,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664777,PNP_Main_288,ERP012929,PNP_Main_288,158,778827519,
ERR1137426,WGS,PRJEB11532,SAMEA3664788,863350019,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216292,SAMEA3664788,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD396,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664788,PNP_Main_299,ERP012929,PNP_Main_299,158,1872538009,
ERR1137427,WGS,PRJEB11532,SAMEA3664789,1107383765,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216293,SAMEA3664789,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD397,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664789,PNP_Main_300,ERP012929,PNP_Main_300,158,2405360452,
ERR1137428,WGS,PRJEB11532,SAMEA3664790,526859809,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216294,SAMEA3664790,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD398,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664790,PNP_Main_301,ERP012929,PNP_Main_301,158,1150680705,
ERR1137429,WGS,PRJEB11532,SAMEA3664793,433305862,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216295,SAMEA3664793,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD401,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664793,PNP_Main_304,ERP012929,PNP_Main_304,158,945588176,
ERR1137430,WGS,PRJEB11532,SAMEA3664798,306861090,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216296,SAMEA3664798,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD407,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664798,PNP_Main_309,ERP012929,PNP_Main_309,158,667206737,
ERR1137431,WGS,PRJEB11532,SAMEA3665119,1009606492,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216297,SAMEA3665119,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD883,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665119,PNP_Main_630,ERP012929,PNP_Main_630,158,2139868288,
ERR1137432,WGS,PRJEB11532,SAMEA3665120,1345945542,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216298,SAMEA3665120,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD884,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665120,PNP_Main_631,ERP012929,PNP_Main_631,158,2949168576,
ERR1137433,WGS,PRJEB11532,SAMEA3665121,1634217127,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216299,SAMEA3665121,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD885,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665121,PNP_Main_632,ERP012929,PNP_Main_632,158,3490265295,
ERR1137434,WGS,PRJEB11532,SAMEA3665122,1700856154,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216300,SAMEA3665122,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD886,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665122,PNP_Main_633,ERP012929,PNP_Main_633,158,3696056301,
ERR1137435,WGS,PRJEB11532,SAMEA3665123,1042984845,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216301,SAMEA3665123,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD887,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665123,PNP_Main_634,ERP012929,PNP_Main_634,158,2204640727,
ERR1137436,WGS,PRJEB11532,SAMEA3665124,1889394507,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216302,SAMEA3665124,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:17Z,public,NextSeq 500,FD888,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665124,PNP_Main_635,ERP012929,PNP_Main_635,158,4075955962,
ERR1137437,WGS,PRJEB11532,SAMEA3665081,1210633236,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216303,SAMEA3665081,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD843,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665081,PNP_Main_592,ERP012929,PNP_Main_592,158,2628083625,
ERR1137438,WGS,PRJEB11532,SAMEA3665082,1924796474,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216304,SAMEA3665082,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:17Z,public,NextSeq 500,FD844,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665082,PNP_Main_593,ERP012929,PNP_Main_593,158,4210771188,
ERR1137439,WGS,PRJEB11532,SAMEA3665083,1367759392,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216305,SAMEA3665083,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD845,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665083,PNP_Main_594,ERP012929,PNP_Main_594,158,3010037958,
ERR1137440,WGS,PRJEB11532,SAMEA3665084,554292611,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216306,SAMEA3665084,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD846,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665084,PNP_Main_595,ERP012929,PNP_Main_595,158,1189869039,
ERR1137441,WGS,PRJEB11532,SAMEA3665085,2444352747,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216307,SAMEA3665085,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD848,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665085,PNP_Main_596,ERP012929,PNP_Main_596,158,5321069017,
ERR1137442,WGS,PRJEB11532,SAMEA3665086,1786309155,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216308,SAMEA3665086,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD849,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665086,PNP_Main_597,ERP012929,PNP_Main_597,158,3906516812,
ERR1137443,WGS,PRJEB11532,SAMEA3665087,796227009,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216309,SAMEA3665087,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD850,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665087,PNP_Main_598,ERP012929,PNP_Main_598,158,1689450714,
ERR1137444,WGS,PRJEB11532,SAMEA3665088,726242269,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216310,SAMEA3665088,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD851,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665088,PNP_Main_599,ERP012929,PNP_Main_599,158,1587312076,
ERR1137445,WGS,PRJEB11532,SAMEA3665089,1580294441,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216311,SAMEA3665089,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD852,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665089,PNP_Main_600,ERP012929,PNP_Main_600,158,3438900140,
ERR1137446,WGS,PRJEB11532,SAMEA3665090,1091167789,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216312,SAMEA3665090,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD853,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665090,PNP_Main_601,ERP012929,PNP_Main_601,158,2405963494,
ERR1137447,WGS,PRJEB11532,SAMEA3665091,778013007,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216313,SAMEA3665091,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD854,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665091,PNP_Main_602,ERP012929,PNP_Main_602,158,1705941257,
ERR1137448,WGS,PRJEB11532,SAMEA3665092,1361954316,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216314,SAMEA3665092,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD855,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665092,PNP_Main_603,ERP012929,PNP_Main_603,158,2974463545,
ERR1137449,WGS,PRJEB11532,SAMEA3665093,624420604,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216315,SAMEA3665093,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD856,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665093,PNP_Main_604,ERP012929,PNP_Main_604,158,1309008659,
ERR1137450,WGS,PRJEB11532,SAMEA3665094,1466549625,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216316,SAMEA3665094,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD857,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665094,PNP_Main_605,ERP012929,PNP_Main_605,158,3229548592,
ERR1137451,WGS,PRJEB11532,SAMEA3665095,1609994903,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216317,SAMEA3665095,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD858,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665095,PNP_Main_606,ERP012929,PNP_Main_606,158,3541232119,
ERR1137452,WGS,PRJEB11532,SAMEA3665096,1123449664,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216318,SAMEA3665096,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD859,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665096,PNP_Main_607,ERP012929,PNP_Main_607,158,2446461566,
ERR1137453,WGS,PRJEB11532,SAMEA3665097,802077204,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216319,SAMEA3665097,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD860,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665097,PNP_Main_608,ERP012929,PNP_Main_608,158,1763253169,
ERR1137454,WGS,PRJEB11532,SAMEA3665098,1740196829,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216320,SAMEA3665098,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD861,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665098,PNP_Main_609,ERP012929,PNP_Main_609,158,3807139154,
ERR1137455,WGS,PRJEB11532,SAMEA3665099,670643857,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216321,SAMEA3665099,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD862,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665099,PNP_Main_610,ERP012929,PNP_Main_610,158,1467172099,
ERR1137456,WGS,PRJEB11532,SAMEA3665100,182959365,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216322,SAMEA3665100,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD863,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665100,PNP_Main_611,ERP012929,PNP_Main_611,158,397106228,
ERR1137457,WGS,PRJEB11532,SAMEA3665101,834910157,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216323,SAMEA3665101,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD864,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665101,PNP_Main_612,ERP012929,PNP_Main_612,158,1824573240,
ERR1137458,WGS,PRJEB11532,SAMEA3665102,1790525970,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216324,SAMEA3665102,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD865,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665102,PNP_Main_613,ERP012929,PNP_Main_613,158,3934434948,
ERR1137459,WGS,PRJEB11532,SAMEA3665103,457694376,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216325,SAMEA3665103,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD866,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665103,PNP_Main_614,ERP012929,PNP_Main_614,158,970747762,
ERR1137460,WGS,PRJEB11532,SAMEA3665104,1387542340,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216326,SAMEA3665104,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD868,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665104,PNP_Main_615,ERP012929,PNP_Main_615,158,3013697067,
ERR1137461,WGS,PRJEB11532,SAMEA3665105,1134075231,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216327,SAMEA3665105,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:17Z,public,NextSeq 500,FD869,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665105,PNP_Main_616,ERP012929,PNP_Main_616,158,2491162204,
ERR1137462,WGS,PRJEB11532,SAMEA3665106,582997707,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216328,SAMEA3665106,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD870,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665106,PNP_Main_617,ERP012929,PNP_Main_617,158,1237767671,
ERR1137463,WGS,PRJEB11532,SAMEA3665107,505626587,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,s3,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216329,SAMEA3665107,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD871,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665107,PNP_Main_618,ERP012929,PNP_Main_618,158,1076708302,
ERR1137464,WGS,PRJEB11532,SAMEA3665108,512589724,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216330,SAMEA3665108,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD872,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665108,PNP_Main_619,ERP012929,PNP_Main_619,158,1095680546,
