Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR912028,WGS,196,8125755966,PRJEB9576,SAMEA3449223,6254980940,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991158,SAMEA3449223,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000030-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449223,YSZC12003_37134,Illumina,ERP010700,YSZC12003_37134
ERR912029,WGS,197,5956589244,PRJEB9576,SAMEA3449224,4430688651,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991159,SAMEA3449224,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000026-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449224,YSZC12003_37135,Illumina,ERP010700,YSZC12003_37135
ERR912030,WGS,196,6145948833,PRJEB9576,SAMEA3449225,4681927247,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991160,SAMEA3449225,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000065-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449225,YSZC12003_37136,Illumina,ERP010700,YSZC12003_37136
ERR912031,WGS,196,6615752428,PRJEB9576,SAMEA3449226,4943007205,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991161,SAMEA3449226,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000029-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449226,YSZC12003_37137,Illumina,ERP010700,YSZC12003_37137
ERR912032,WGS,196,7588508000,PRJEB9576,SAMEA3449227,5831664291,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991162,SAMEA3449227,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000007-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449227,YSZC12003_37138,Illumina,ERP010700,YSZC12003_37138
ERR912033,WGS,194,7137750226,PRJEB9576,SAMEA3449228,5651670819,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991163,SAMEA3449228,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000012-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449228,YSZC12003_37172,Illumina,ERP010700,YSZC12003_37172
ERR912034,WGS,192,7562326144,PRJEB9576,SAMEA3449229,6213518387,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991164,SAMEA3449229,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000015-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449229,YSZC12003_37173,Illumina,ERP010700,YSZC12003_37173
ERR912035,WGS,196,6598516466,PRJEB9576,SAMEA3449230,5250421418,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991165,SAMEA3449230,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000023-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449230,YSZC12003_37179,Illumina,ERP010700,YSZC12003_37179
ERR912036,WGS,195,9385677369,PRJEB9576,SAMEA3449231,7306248217,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991166,SAMEA3449231,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000075-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449231,YSZC12003_37181R1,Illumina,ERP010700,YSZC12003_37181R1
ERR912037,WGS,193,7247958784,PRJEB9576,SAMEA3449232,5820001258,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991167,SAMEA3449232,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000022-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449232,YSZC12003_37189R1,Illumina,ERP010700,YSZC12003_37189R1
ERR912038,WGS,197,7413365901,PRJEB9576,SAMEA3449233,5487574492,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991168,SAMEA3449233,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000025-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449233,YSZC12003_37190R1,Illumina,ERP010700,YSZC12003_37190R1
ERR912039,WGS,195,7715299606,PRJEB9576,SAMEA3449234,6155675586,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991169,SAMEA3449234,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000014-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449234,YSZC12003_37191R1,Illumina,ERP010700,YSZC12003_37191R1
ERR912040,WGS,196,5297776805,PRJEB9576,SAMEA3449235,4016889605,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991170,SAMEA3449235,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000067-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449235,YSZC12003_37193R1,Illumina,ERP010700,YSZC12003_37193R1
ERR912041,WGS,195,7200566659,PRJEB9576,SAMEA3449236,5739197288,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991171,SAMEA3449236,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000002-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449236,YSZC12003_37194,Illumina,ERP010700,YSZC12003_37194
ERR912042,WGS,196,7840136899,PRJEB9576,SAMEA3449237,5976393991,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991172,SAMEA3449237,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000046-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449237,YSZC12003_37196,Illumina,ERP010700,YSZC12003_37196
ERR912043,WGS,195,7443932731,PRJEB9576,SAMEA3449238,5783917412,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991173,SAMEA3449238,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000063-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449238,YSZC12003_37198R1,Illumina,ERP010700,YSZC12003_37198R1
ERR912044,WGS,194,6867433443,PRJEB9576,SAMEA3449239,5523129467,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991174,SAMEA3449239,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000005-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449239,YSZC12003_37199,Illumina,ERP010700,YSZC12003_37199
ERR912045,WGS,196,6164366752,PRJEB9576,SAMEA3449240,4678547387,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991175,SAMEA3449240,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000050-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449240,YSZC12003_37206,Illumina,ERP010700,YSZC12003_37206
ERR912046,WGS,195,8183168568,PRJEB9576,SAMEA3449241,6353475605,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991176,SAMEA3449241,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000018-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449241,YSZC12003_37210,Illumina,ERP010700,YSZC12003_37210
ERR912047,WGS,196,7406316269,PRJEB9576,SAMEA3449242,5615528265,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991177,SAMEA3449242,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000028-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449242,YSZC12003_37223,Illumina,ERP010700,YSZC12003_37223
ERR912048,WGS,194,7696918594,PRJEB9576,SAMEA3449243,6178142817,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991178,SAMEA3449243,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000020-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449243,YSZC12003_37229,Illumina,ERP010700,YSZC12003_37229
ERR912049,WGS,195,7524835172,PRJEB9576,SAMEA3449244,5848988056,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991179,SAMEA3449244,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000031-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449244,YSZC12003_37233,Illumina,ERP010700,YSZC12003_37233
ERR912050,WGS,195,7901688842,PRJEB9576,SAMEA3449245,6150265555,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991180,SAMEA3449245,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000068-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449245,YSZC12003_37265R1,Illumina,ERP010700,YSZC12003_37265R1
ERR912051,WGS,194,7675410158,PRJEB9576,SAMEA3449246,6161465155,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991181,SAMEA3449246,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000024-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449246,YSZC12003_37269,Illumina,ERP010700,YSZC12003_37269
ERR912052,WGS,195,7593247731,PRJEB9576,SAMEA3449247,6091755103,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991182,SAMEA3449247,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000021-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449247,YSZC12003_37271R1,Illumina,ERP010700,YSZC12003_37271R1
ERR912053,WGS,195,7486283534,PRJEB9576,SAMEA3449248,6006448868,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991183,SAMEA3449248,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000006-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449248,YSZC12003_37277,Illumina,ERP010700,YSZC12003_37277
ERR912054,WGS,195,7468804003,PRJEB9576,SAMEA3449249,5827599060,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991184,SAMEA3449249,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000011-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449249,YSZC12003_37282,Illumina,ERP010700,YSZC12003_37282
ERR912055,WGS,195,7707569708,PRJEB9576,SAMEA3449250,6139643280,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991185,SAMEA3449250,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000016-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449250,YSZC12003_37283,Illumina,ERP010700,YSZC12003_37283
ERR912056,WGS,196,5954613663,PRJEB9576,SAMEA3449251,4514021345,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991186,SAMEA3449251,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000054-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449251,YSZC12003_37286,Illumina,ERP010700,YSZC12003_37286
ERR912057,WGS,195,7075345294,PRJEB9576,SAMEA3449252,5686633683,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991187,SAMEA3449252,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000009-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449252,YSZC12003_37296R1,Illumina,ERP010700,YSZC12003_37296R1
ERR912058,WGS,195,8112267739,PRJEB9576,SAMEA3449253,6508686011,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991188,SAMEA3449253,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000010-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449253,YSZC12003_37297R1,Illumina,ERP010700,YSZC12003_37297R1
ERR912059,WGS,196,8140971531,PRJEB9576,SAMEA3449254,6257252133,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991189,SAMEA3449254,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000078-85,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449254,YSZC12003_37299R1,Illumina,ERP010700,YSZC12003_37299R1
ERR912060,WGS,195,6273828379,PRJEB9576,SAMEA3449255,4870845184,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991190,SAMEA3449255,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000081-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449255,YSZC12003_37304R1,Illumina,ERP010700,YSZC12003_37304R1
ERR912061,WGS,194,6845671542,PRJEB9576,SAMEA3449256,5533359006,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991191,SAMEA3449256,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000008-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449256,YSZC12003_37305R1,Illumina,ERP010700,YSZC12003_37305R1
ERR912062,WGS,195,8116796023,PRJEB9576,SAMEA3449257,6485680767,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991192,SAMEA3449257,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000019-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449257,YSZC12003_37308R1,Illumina,ERP010700,YSZC12003_37308R1
ERR912063,WGS,196,6437518905,PRJEB9576,SAMEA3449258,4821287352,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991193,SAMEA3449258,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000037-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449258,YSZC12003_37316,Illumina,ERP010700,YSZC12003_37316
ERR912064,WGS,195,7627181196,PRJEB9576,SAMEA3449259,5937440666,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991194,SAMEA3449259,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000041-53,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449259,YSZC12003_37322,Illumina,ERP010700,YSZC12003_37322
