genus	familyGroup	numberCAZyGenes	numberCAZyGenesSD	numberUniqueCAZyFamilies	numberUniqueCAZyFamiliesSD	N
Fenollaria	GT	9.263157894736842	1.0420520985907011	5.921052631578947	0.11164843913471806	2
Fibrobacter	CBM	21	0	9	0	1
Fibrobacter	CE	8	0	6	0	1
Fibrobacter	GH	47	0	32	0	1
Fibrobacter	GT	32	0	8	0	1
Fibrobacter	PL	8	0	3	0	1
Finegoldia	CBM	3.033333333333333	0.6055300708194983	1.9333333333333333	0.14907119849998596	5
Finegoldia	CE	1.6166666666666667	0.4393808775488023	1.2166666666666666	0.33124344857252985	5
Finegoldia	GH	8.433333333333334	1.3312483698477238	8.616666666666667	0.873212459828649	5
Finegoldia	GT	13.75	1.8856180831641267	6.1	0.5477225575051661	5
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	CBM	1.561611374407583	0	1.0225118483412323	0	1
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	CE	3.9703622392974753	0	2.979143798024149	0	1
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	GH	3.765093304061471	0	3.655323819978046	0	1
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	GT	24.378704720087814	0	10.239297475301866	0	1
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	PL	1	0	1	0	1
Firmicutes gen. [Catenibacterium/Roseburia]	CBM	10.694444444444445	0	4.527777777777778	0	1
Firmicutes gen. [Catenibacterium/Roseburia]	CE	8.666666666666666	0	4.444444444444445	0	1
Firmicutes gen. [Catenibacterium/Roseburia]	GH	52.888888888888886	0	27.194444444444443	0	1
Firmicutes gen. [Catenibacterium/Roseburia]	GT	33.638888888888886	0	9.333333333333334	0	1
Firmicutes gen. [Catenibacterium/Roseburia]	PL	1	0	1	0	1
Firmicutes gen. [Clostridium/Eubacterium]	CBM	5.444444444444445	0	5.25	0	1
Firmicutes gen. [Clostridium/Eubacterium]	CE	11.805555555555555	0	3	0	1
Firmicutes gen. [Clostridium/Eubacterium]	GH	24.916666666666668	0	13.722222222222221	0	1
Firmicutes gen. [Clostridium/Eubacterium]	GT	23.916666666666668	0	7.138888888888889	0	1
Firmicutes gen. [Coprobacillus/Clostridium]	CBM	6	0	3.2	0	1
Firmicutes gen. [Coprobacillus/Clostridium]	CE	8.8	0	3.1	0	1
Firmicutes gen. [Coprobacillus/Clostridium]	GH	41.2	0	16.3	0	1
Firmicutes gen. [Coprobacillus/Clostridium]	GT	28.9	0	7.3	0	1
Firmicutes gen. [Erysipelatoclostridium/Clostridioides]	CBM	4.058139534883721	0	2.953488372093023	0	1
Firmicutes gen. [Erysipelatoclostridium/Clostridioides]	CE	14.80232558139535	0	4.313953488372093	0	1
Firmicutes gen. [Erysipelatoclostridium/Clostridioides]	GH	43.604651162790695	0	13.63953488372093	0	1
Firmicutes gen. [Erysipelatoclostridium/Clostridioides]	GT	16.802325581395348	0	7.813953488372093	0	1
Firmicutes gen. [Lactobacillus/Lachnospira]	CBM	7.860402684563758	0	2.997315436241611	0	1
Firmicutes gen. [Lactobacillus/Lachnospira]	CE	10.724832214765101	0	4.978523489932886	0	1
Firmicutes gen. [Lactobacillus/Lachnospira]	GH	23.770469798657718	0	14.834899328859061	0	1
Firmicutes gen. [Lactobacillus/Lachnospira]	GT	31.158389261744965	0	8.13959731543624	0	1
Firmicutes gen. [Lactobacillus/Lachnospira]	PL	1.9688346883468835	0	1.9579945799457994	0	1
Firmicutes gen. [Ruminococcus/Megasphaera]	CBM	14.833333333333334	0	6.166666666666667	0	1
Firmicutes gen. [Ruminococcus/Megasphaera]	CE	6.757575757575758	0	3.8181818181818183	0	1
Firmicutes gen. [Ruminococcus/Megasphaera]	GH	65.81818181818181	0	33.54545454545455	0	1
Firmicutes gen. [Ruminococcus/Megasphaera]	GT	19.5	0	6.651515151515151	0	1
Firmicutes gen. [Ruminococcus/Megasphaera]	PL	1.3333333333333333	0	1.5333333333333334	0	1
Firmicutes gen. incertae sedis	CBM	5.165111020703994	2.2285411381285125	2.2592335621287094	1.4239851123207865	113
Firmicutes gen. incertae sedis	CE	3.707886706036213	2.480611016898177	1.8835475130792325	1.173728292329374	114
Firmicutes gen. incertae sedis	GH	15.962875408659466	17.947199272669277	9.672347198654787	8.42100434944593	115
Firmicutes gen. incertae sedis	GT	15.017950131019214	8.02561972995965	5.861787389860046	1.7351982845312894	116
Firmicutes gen. incertae sedis	PL	2.029304029304029	1.9437835155226089	1.6666666666666667	1.134162592543409	14
Flaviflexus	CBM	5	0	2	0	1
Flaviflexus	CE	6	0	3	0	1
Flaviflexus	GH	16	0	13	0	1
Flaviflexus	GT	27	0	7	0	1
Flavobacteriaceae gen. incertae sedis	CBM	7.4	0	3.5	0	1
Flavobacteriaceae gen. incertae sedis	CE	10.6	0	4.9	0	1
Flavobacteriaceae gen. incertae sedis	GH	17.3	0	10.9	0	1
Flavobacteriaceae gen. incertae sedis	GT	21	0	10.9	0	1
Flavobacteriia gen. incertae sedis	CBM	5.9523809523809526	0	3.4285714285714284	0	1
Flavobacteriia gen. incertae sedis	CE	10.047619047619047	0	4.619047619047619	0	1
Flavobacteriia gen. incertae sedis	GH	15.952380952380953	0	9.333333333333334	0	1
Flavobacteriia gen. incertae sedis	GT	19.761904761904763	0	10.19047619047619	0	1
Flavobacterium	CBM	5	0	2	0	1
Flavobacterium	CE	14	0	4	0	1
Flavobacterium	GH	20	0	15	0	1
Flavobacterium	GT	44	0	8	0	1
Flavonifractor	CBM	6.717065353345841	2.140486621643918	2.9532118288215847	0.9682167657503534	8
Flavonifractor	CE	3.4522011525060305	1.7461406412826699	1.8579558652729384	1.065035660128366	8
Flavonifractor	GH	11.785862816045743	4.702717918090859	9.65642589118199	2.956005135167044	8
Flavonifractor	GT	15.25801617082105	1.8615467131718193	7.4384492539980345	0.7012506801496922	8
Fournierella	CBM	10	0	4	0	1
Fournierella	CE	11	0	5	0	1
Fournierella	GH	36.5	0	23.5	0	1
Fournierella	GT	46.5	0	9	0	1
Fusicatenibacter	CBM	13.4	0	5.6	0	1
Fusicatenibacter	CE	8.2	0	3.2	0	1
Fusicatenibacter	GH	89.2	0	38	0	1
Fusicatenibacter	GT	25.4	0	7.2	0	1
Fusicatenibacter	PL	1	0	1	0	1
Fusobacteria gen. incertae sedis	CBM	7	0	1	0	1
Fusobacteria gen. incertae sedis	CE	3	0	2	0	1
Fusobacteria gen. incertae sedis	GH	6	0	4	0	1
Fusobacteria gen. incertae sedis	GT	18	0	6	0	1
Fusobacteriaceae gen. incertae sedis	CBM	3	0	2	0	1
Fusobacteriaceae gen. incertae sedis	CE	4.5	0	3.5	0	1
Fusobacteriaceae gen. incertae sedis	GH	7.25	0	8.25	0	1
Fusobacteriaceae gen. incertae sedis	GT	24.25	0	10.75	0	1
Fusobacteriaceae gen. incertae sedis	PL	3.75	0	3	0	1
Fusobacterium	CBM	3.752556360708535	1.2633557744986832	2.285980273752013	0.6827266970144891	23
Fusobacterium	CE	5.97205112721417	2.3634649031796036	3.574607487922705	0.8995962008904829	23
Fusobacterium	GH	9.108665458937198	5.469075847553787	8.39928542673108	3.9169746317111063	23
Fusobacterium	GT	25.295702495974236	6.604748647273976	11.572745571658615	1.0254429004462482	23
Fusobacterium	PL	2.4883333333333333	1.8296604623282997	1.6957236842105263	1.1716841244468423	10
Gardnerella	CBM	3.75	1.0606601717798212	3	1.4142135623730951	2
Gardnerella	CE	1.5	0.7071067811865476	1.5	0.7071067811865476	2
Gardnerella	GH	12	1.4142135623730951	9.5	0.7071067811865476	2
Gardnerella	GT	8.75	1.0606601717798212	4.25	0.3535533905932738	2
Gemella	CBM	2.8333333333333335	0.28867513459481287	2	0	3
Gemella	CE	5	1.8027756377319946	2.8333333333333335	1.0408329997330663	3
Gemella	GH	6.666666666666667	0.7637626158259734	7.5	0.5	3
Gemella	GT	18.5	4.769696007084728	7	1	3
Gordonibacter	CBM	2	0	2	0	1
Gordonibacter	CE	4	0	2	0	1
Gordonibacter	GH	5	0	4	0	1
Gordonibacter	GT	25	0	6	0	1
Gorillibacterium	CBM	28	0	13	0	1
Gorillibacterium	CE	27	0	7	0	1
Gorillibacterium	GH	97	0	50	0	1
Gorillibacterium	GT	55	0	13	0	1
Gorillibacterium	PL	2	0	2	0	1
Gracilibacillus	CBM	22.5	9.192388155425117	12	5.656854249492381	2
Gracilibacillus	CE	20.5	3.5355339059327378	6	0	2
Gracilibacillus	GH	91	1.4142135623730951	50	7.0710678118654755	2
Gracilibacillus	GT	29	2.8284271247461903	7	1.4142135623730951	2
Gracilibacillus	PL	3.5	2.1213203435596424	3	1.4142135623730951	2
Granulicatella	CBM	4	0	2	0	1
Granulicatella	CE	3	0	3	0	1
Granulicatella	GH	18	0	16	0	1
Granulicatella	GT	13	0	6	0	1
Granulicatella	PL	2	0	2	0	1
Haemophilus	CBM	4.136636636636637	0.9204089080204345	1.904954954954955	0.20036793523823565	6
Haemophilus	CE	3.309009009009009	0.48093428269437943	3.2477477477477477	0.4167482267387533	6
Haemophilus	GH	11.081381381381382	2.1639363341596107	9.883033033033033	1.9058745757365512	6
Haemophilus	GT	26.01036036036036	4.4145454567790265	11.82012012012012	1.6211152028734643	6
Haemophilus	PL	1	0	1	0	1
Hafnia	CBM	10.333333333333332	0.47140452079103123	3	0	2
Hafnia	CE	6.380952380952381	1.4815570653432428	4	0	2
Hafnia	GH	41.595238095238095	4.613029953455092	27.357142857142858	4.747716959395391	2
Hafnia	GT	30.61904761904762	0.06734350297014714	15.047619047619047	0.5387480237611797	2
Hafnia	PL	2	0	2	0	2
Haloferax	CBM	4	0	2	0	1
Haloferax	CE	7	0	4	0	1
Haloferax	GH	25	0	18	0	1
Haloferax	GT	33	0	5	0	1
Haloferax	PL	2	0	2	0	1
Halorubrum	CBM	1	0	1	0	1
Halorubrum	CE	3	0	2	0	1
Halorubrum	GH	26	0	22	0	1
Halorubrum	GT	41	0	6	0	1
Halorubrum	PL	2	0	2	0	1
Helicobacter	CBM	1.6538461538461537	0.8006407690254357	1.5	0.5773502691896257	13
Helicobacter	CE	1.7142857142857142	0.7262730392025629	1.5714285714285714	0.5135525910130955	14
Helicobacter	GH	4.36080586080586	2.466350988458823	2.2142857142857144	0.9749612559222292	14
Helicobacter	GT	30.02106227106227	8.103799257875718	11.776556776556777	1.1119584446396495	14
Holdemanella	CBM	2.91091746619378	0.7231861865193153	1.7014466377470998	0.5868170855632283	5
Holdemanella	CE	6.301231556167617	1.0156902324800512	2.665172985582193	0.3985639694292839	5
Holdemanella	GH	16.527688935105814	3.204198222015932	12.837256962985863	1.1253141093552492	5
Holdemanella	GT	23.138457041679548	2.6331256379744867	7.673156459908378	0.22929711196982472	5
Holdemanella	PL	1.005503144654088	0.011006289308176154	1.0201781970649895	0.02639865882487009	4
Holdemania	CBM	4.8	1.5874507866387544	2.6666666666666665	0.5773502691896257	3
Holdemania	CE	26.466666666666665	0.8743251365735989	3.6	0.529150262212918	3
Holdemania	GH	39.37777777777777	2.578831202380328	15.622222222222222	0.9100264546419239	3
Holdemania	GT	22.977777777777778	4.697674759724022	6.866666666666666	0.8082903768654759	3
Holdemania	PL	2.6666666666666665	0.5773502691896257	1.6	0.5291502622129182	3
Hungatella	CBM	15.405555555555555	1.2220580697847074	4.211111111111111	0.3656551704867632	3
Hungatella	CE	16.75	1.0897247358851685	5.261111111111111	1.0975140258953582	3
Hungatella	GH	151.98333333333332	49.998258302998245	55.01111111111111	14.869444184984532	3
Hungatella	GT	31.97222222222222	5.898642342224309	7.444444444444445	0.41943524640393043	3
Hungatella	PL	7.899717514124293	4.534762180754904	5.916666666666667	3.573630273731928	3
Ileibacterium	CBM	1	0	1	0	1
Ileibacterium	CE	1	0	1	0	1
Ileibacterium	GH	4	0	2	0	1
Ileibacterium	GT	7	0	4	0	1
Intestinibacter	CBM	6	0	3.891891891891892	0	1
Intestinibacter	CE	8.756756756756756	0	2.945945945945946	0	1
Intestinibacter	GH	15.027027027027026	0	11.64864864864865	0	1
Intestinibacter	GT	23.513513513513512	0	7.216216216216216	0	1
Intestinimonas	CBM	7.895833333333334	1.0311973892303816	2.5	0.7071067811865476	2
Intestinimonas	CE	8.885416666666668	1.3405566059994967	3.9375	0.08838834764831845	2
Intestinimonas	GH	11.885416666666668	0.7807637375601458	10.854166666666668	0.7365695637359866	2
Intestinimonas	GT	20.645833333333332	7.748711810502583	9.458333333333332	0.41247895569215315	2
Isoptericola	CBM	10	0	5	0	1
Isoptericola	CE	4.666666666666667	0	2.6666666666666665	0	1
Isoptericola	GH	28	0	18.333333333333332	0	1
Isoptericola	GT	26	0	7.666666666666667	0	1
Jonquetella	CBM	1	0	1	0	1
Jonquetella	CE	3	0	3	0	1
Jonquetella	GH	2	0	1	0	1
Jonquetella	GT	7	0	6	0	1
Kallipyga	CBM	3	0	2	0	2
Kallipyga	CE	2.5	0.7071067811865476	2.5	0.7071067811865476	2
Kallipyga	GH	11.5	0.7071067811865476	8.5	0.7071067811865476	2
Kallipyga	GT	12	0	7.5	0.7071067811865476	2
Klebsiella	CBM	14.295734348638913	3.294912269769155	5.211084385876918	1.7460379006667568	4
Klebsiella	CE	11.643703547489855	0.5655971349913483	5.498905658656696	0.5574241974507566	4
Klebsiella	GH	63.24967701731187	11.74768629339489	36.46023323149879	3.681477402751905	4
Klebsiella	GT	35.3406726399465	3.308261100608104	14.679991602450109	0.5113500156021793	4
Klebsiella	PL	3.4687284472849327	2.9253061405119554	3.9705618649133294	2.2616900029014126	4
Kluyvera	CBM	12.5	1	4.625	1.1086778913041726	4
Kluyvera	CE	9.25	2.101586702153082	5.5	0.5773502691896257	4
Kluyvera	GH	67.75	3.7969285832981723	34.625	1.1086778913041726	4
Kluyvera	GT	40	4.915960401250875	15.375	1.8874586088176875	4
Kluyvera	PL	5.5	3	4.25	2.217355782608345	4
Kocuria	CBM	8	0	2	0	1
Kocuria	CE	6	0	2	0	1
Kocuria	GH	18	0	17	0	1
Kocuria	GT	43	0	10	0	1
Kurthia	CBM	12	2	1.3333333333333333	0.5773502691896257	3
Kurthia	CE	8.666666666666666	1.1547005383792515	4	0	3
Kurthia	GH	13	4.58257569495584	5.666666666666667	3.0550504633038935	3
Kurthia	GT	15.666666666666666	2.0816659994661326	5	0	3
Kurthia	PL	1	0	1	0	2
Lachnoanaerobaculum	CBM	5	0	3.666666666666667	0.47140452079103157	2
Lachnoanaerobaculum	CE	2.333333333333333	0.47140452079103157	2.333333333333333	0.47140452079103157	2
Lachnoanaerobaculum	GH	32.333333333333336	2.3570226039551576	21.166666666666664	1.1785113019775801	2
Lachnoanaerobaculum	GT	26.666666666666664	0.9428090415820625	6.833333333333334	0.23570226039551562	2
Lachnoanaerobaculum	PL	1.5	0.7071067811865476	1.5	0.7071067811865476	2
Lachnoclostridium	CBM	13.156986040493504	5.16647738586556	4.628150365389171	2.1131102263322097	15
Lachnoclostridium	CE	11.476897198986752	6.054723738230246	4.102945164288448	1.936591227625907	15
Lachnoclostridium	GH	57.309572285094674	40.95064032817227	28.0896383467279	14.970791293584474	15
Lachnoclostridium	GT	29.176608896907403	8.629587807607024	7.432685747088732	1.3788821948276708	15
Lachnoclostridium	PL	3.9698294243070364	3.8286727160636196	2.7651030561478325	2.567312391581207	10
Lachnospira	CBM	10.5	0	6.5	0	1
Lachnospira	CE	18.5	0	8	0	1
Lachnospira	GH	126	0	55.5	0	1
Lachnospira	GT	31.5	0	6.5	0	1
Lachnospira	PL	6.5	0	6.5	0	1
Lachnospiraceae gen. incertae sedis	CBM	13.73269383674641	9.428848623920102	5.333071898879585	2.7027398171616457	74
Lachnospiraceae gen. incertae sedis	CE	7.9602798744159	4.869189746618542	3.449690334584251	1.6933319246839458	74
Lachnospiraceae gen. incertae sedis	GH	62.702768372454265	61.32025344756728	29.363645508093395	17.825304419585592	74
Lachnospiraceae gen. incertae sedis	GT	31.858069235551863	16.121400267310154	8.035334927773658	2.1884442911735604	74
Lachnospiraceae gen. incertae sedis	PL	3.527899896069539	3.178556237052194	2.7438012566137564	1.805673438246439	21
Lactobacillales gen. incertae sedis	CBM	5	0	3	0	1
Lactobacillales gen. incertae sedis	CE	5	0	3	0	1
Lactobacillales gen. incertae sedis	GH	17	0	16	0	1
Lactobacillales gen. incertae sedis	GT	15	0	6	0	1
Lactobacillus	CBM	6.171737475573305	3.266128604587939	2.6291120667520786	1.28138339861058	48
Lactobacillus	CE	3.4690646199552284	2.13161901405977	2.177425764439451	0.9722826733905655	48
Lactobacillus	GH	29.739093622621095	17.79633215599399	16.967602498004972	7.721047667916448	48
Lactobacillus	GT	19.622603598331825	6.220825394614353	7.621689257018658	1.5728827854992757	48
Lactobacillus	PL	1.9561953198316835	1.4792439004796676	1.5272908909272545	0.6257381667751853	11
Lactococcus	CBM	6.74	1.6122034611053286	4.1	0.9899494936611665	2
Lactococcus	CE	4.86	0.6505382386916236	3.12	0.16970562748477155	2
Lactococcus	GH	32.325	1.5202795795510762	19.34	2.7435743110038064	2
Lactococcus	GT	21.98	3.0829855659733467	5.71	0.8626702730475884	2
Lactococcus	PL	1	0	1	0	1
Lactonifactor	CBM	11	0	4	0	1
Lactonifactor	CE	10	0	4	0	1
Lactonifactor	GH	40	0	23	0	1
Lactonifactor	GT	26	0	7	0	1
Lagierella	CBM	3	0	2	0	1
Lagierella	CE	1	0	1	0	1
Lagierella	GH	7	0	8	0	1
Lagierella	GT	13	0	6	0	1
Laribacter	CBM	11	0	2	0	1
Laribacter	CE	2	0	2	0	1
Laribacter	GH	12	0	6	0	1
Laribacter	GT	26	0	10	0	1
Laribacter	PL	1	0	1	0	1
Leclercia	CBM	17	0	5	0	1
Leclercia	CE	10	0	6	0	1
Leclercia	GH	62	0	38	0	1
Leclercia	GT	42	0	16	0	1
Leclercia	PL	4	0	4	0	1
Leminorella	CBM	7	0	2	0	1
Leminorella	CE	5	0	5	0	1
Leminorella	GH	25	0	19	0	1
Leminorella	GT	30	0	15	0	1
Lentisphaerae gen. incertae sedis	CBM	19.403846153846153	4.6524243784263355	5.953333333333333	1.4062558641853036	5
Lentisphaerae gen. incertae sedis	CE	20.945897435897436	2.941015357771573	8.023076923076923	0.6375804856954491	5
Lentisphaerae gen. incertae sedis	GH	188.23051282051281	78.5295916871194	42.07692307692308	7.378553200816412	5
Lentisphaerae gen. incertae sedis	GT	45.54076923076923	5.841832523453933	10.941282051282052	1.4639673923860996	5
Lentisphaerae gen. incertae sedis	PL	6.738717948717949	3.0662025311233423	4.101794871794872	2.0724575292120955	5
Leptotrichia	CE	8	0	4	0	1
Leptotrichia	GH	14	0	11	0	1
Leptotrichia	GT	24	0	10	0	1
Leuconostoc	CBM	4.6743421052631575	1.632617630614458	1.4375	0.5153882032022076	4
Leuconostoc	CE	2.7730263157894735	0.20925465715728508	2.3125	0.4732423621500228	4
Leuconostoc	GH	25.89144736842105	8.492449358035621	14.858552631578947	2.4218003946302447	4
Leuconostoc	GT	21.167763157894736	8.079828620717533	6.161184210526316	0.39566776194091835	4
Leuconostoc	PL	1	0	1.8333333333333335	0.23570226039551578	2
Levyella	CBM	2.85	0	1.95	0	1
Levyella	CE	1	0	1	0	1
Levyella	GH	7.2	0	6.85	0	1
Levyella	GT	13.2	0	5.6	0	1
Libanicoccus	CBM	1.1111111111111112	0.1924500897298752	1.1111111111111112	0.1924500897298752	3
Libanicoccus	CE	3.95	0.08660254037844381	2	0	3
Libanicoccus	GH	4.016666666666667	0.028867513459481187	5.95	0.08660254037844407	3
Libanicoccus	GT	11.8	0.6082762530298219	6.766666666666667	0.2516611478423583	3
Listeria	CBM	10.619047619047619	1.5141060091032996	4.333333333333333	1.1547005383792515	3
Listeria	CE	6.666666666666667	1.1547005383792515	3.3333333333333335	0.5773502691896257	3
Listeria	GH	45.904761904761905	3.858024590576971	21.523809523809526	2.163393655542961	3
Listeria	GT	15.476190476190476	3.1341871756008253	6.190476190476191	0.32991443953692884	3
Listeria	PL	1	0	1	0	1
Mailhella	CBM	1	0	1	0	1
Mailhella	CE	1	0	1	0	1
Mailhella	GH	11	0	6.666666666666667	0	1
Mailhella	GT	32.666666666666664	0	10	0	1
Marvinbryantia	CBM	19	0	7	0	1
Marvinbryantia	CE	12	0	5	0	1
Marvinbryantia	GH	115	0	47	0	1
Marvinbryantia	GT	46	0	9	0	1
Massilibacterium	CBM	4	0	1	0	1
Massilibacterium	CE	8	0	3	0	1
Massilibacterium	GH	4	0	3	0	1
Massilibacterium	GT	16	0	6	0	1
Massilioclostridium	CBM	45.5	0	6	0	1
Massilioclostridium	CE	8	0	3	0	1
Massilioclostridium	GH	89	0	11	0	1
Massilioclostridium	GT	21	0	8	0	1
Massiliomicrobiota	CBM	4	0	2	0	1
Massiliomicrobiota	CE	8	0	3	0	1
Massiliomicrobiota	GH	34.8	0	17.4	0	1
Massiliomicrobiota	GT	15.8	0	6.6	0	1
Mediterranea	CBM	11.166666666666666	0	5.333333333333333	0	1
Mediterranea	CE	10	0	6.666666666666667	0	1
Mediterranea	GH	83.66666666666667	0	45.166666666666664	0	1
Mediterranea	GT	31.333333333333332	0	14.833333333333334	0	1
Mediterranea	PL	5.166666666666667	0	4.666666666666667	0	1
Mediterraneibacter	CBM	10.333333333333334	0	4	0	1
Mediterraneibacter	CE	13.333333333333334	0	3	0	1
Mediterraneibacter	GH	30	0	17.333333333333332	0	1
Mediterraneibacter	GT	17.666666666666668	0	6	0	1
Megamonas	CBM	5.097560975609756	0	3.8495934959349594	0	1
Megamonas	CE	7.540650406504065	0	3.9878048780487805	0	1
Megamonas	GH	27.390243902439025	0	22.353658536585368	0	1
Megamonas	GT	21.890243902439025	0	11.715447154471544	0	1
Megamonas	PL	1	0	1	0	1
Megasphaera	CBM	3.1255213639353827	1.254569674856975	2.3357626167346854	0.747477843662536	11
Megasphaera	CE	5.345869654172139	1.7386876703740957	3.1739687247355146	0.8423400540068213	11
Megasphaera	GH	6.5259856910979455	2.5084390873523765	6.367906935620026	2.2197053226950794	11
Megasphaera	GT	19.446010152478593	4.112581914013128	10.461788664038556	1.5465816058250048	11
Merdibacter	CBM	16	0	4.333333333333333	0	1
Merdibacter	CE	6.666666666666667	0	3	0	1
Merdibacter	GH	32	0	18.333333333333332	0	1
Merdibacter	GT	19.333333333333332	0	9.666666666666666	0	1
Merdimonas	CBM	9.166666666666666	0	3.4166666666666665	0	1
Merdimonas	CE	6.75	0	3.3333333333333335	0	1
Merdimonas	GH	48.25	0	26.666666666666668	0	1
Merdimonas	GT	21.75	0	7.416666666666667	0	1
Merdimonas	PL	12	0	8	0	1
Metakosakonia	CBM	14	0	4	0	1
Metakosakonia	CE	11	0	5	0	1
Metakosakonia	GH	60	0	32	0	1
Metakosakonia	GT	43	0	17	0	1
Methanobacteriaceae gen. incertae sedis	GH	1	0	1	0	1
Methanobacteriaceae gen. incertae sedis	GT	27	0	3	0	1
Methanobrevibacter	CBM	1.3157894736842106	0	1.105263157894737	0	1
Methanobrevibacter	CE	1.2483743842364532	0.42816588025533614	1.2483743842364532	0.42816588025533614	5
Methanobrevibacter	GH	1.49864168618267	0.4683268817540444	1.2243559718969554	0.4367929496761007	5
Methanobrevibacter	GT	23.455412844036697	10.638830326430924	4.4207339449541285	0.9959748973384179	5
Methanobrevibacter	PL	1	0	1	0	1
Methanoculleus	CE	1	0	1	0	1
Methanoculleus	GH	1	0	1	0	1
Methanoculleus	GT	6.153846153846154	0	3.3076923076923075	0	1
Methanomassiliicoccus	CE	2	0	1.5	0.7071067811865476	2
Methanomassiliicoccus	GH	2	0	2	0	1
Methanomassiliicoccus	GT	26	15.556349186104045	4.5	0.7071067811865476	2
Methanomicrobia gen. incertae sedis	CE	1	0	1	0	1
Methanomicrobia gen. incertae sedis	GT	4	0	3	0	1
Methanosphaera	GT	38.25	0	4.25	0	1
Micrococcus	CBM	9	0	2	0	1
Micrococcus	CE	3	0	2	0	1
Micrococcus	GH	11	0	11	0	1
Micrococcus	GT	30	0	6	0	1
Microvirga	CBM	14	0	2	0	1
Microvirga	CE	15	0	4	0	1
Microvirga	GH	51	0	27	0	1
Microvirga	GT	81	0	11	0	1
Mitsuokella	CBM	2.855263157894737	0.031013455315199393	2.041666666666667	0.058925565098879064	2
Mitsuokella	CE	8.946894262683736	1.9097582862202813	4.7164532954006635	0.09521968983261282	2
Mitsuokella	GH	20.398055950687528	0.6776020885623575	16.440256045519206	0.027157728438173868	2
Mitsuokella	GT	17.808202939781886	1.3414576726066283	10.659080132764343	0.13813560637688796	2
Mixta	CBM	10.75	0	2	0	1
Mixta	CE	5.75	0	4	0	1
Mixta	GH	43	0	26.5	0	1
Mixta	GT	36.75	0	15.75	0	1
Mixta	PL	1.5	0	2.25	0	1
Mobilicoccus	CBM	10	0	4	0	1
Mobilicoccus	CE	12	0	4	0	1
Mobilicoccus	GH	22	0	15	0	1
Mobilicoccus	GT	59	0	13	0	1
Mobiluncus	CBM	3.6515151515151514	0.02142747821777415	2	0	2
Mobiluncus	CE	4.0606060606060606	0.5571144336621282	2.787878787878788	0.1714198257421935	2
Mobiluncus	GH	10.575757575757576	1.7570532138574815	8.863636363636363	1.221366258413127	2
Mobiluncus	GT	17.954545454545453	1.4784959970264169	5.621212121212121	0.40712208613770945	2
Moellerella	CBM	5	0	2	0	1
Moellerella	CE	4	0	4	0	1
Moellerella	GH	24	0	16	0	1
Moellerella	GT	27	0	12	0	1
Mollicutes gen. incertae sedis	CBM	5.238095238095238	0.7867957924694431	1.5714285714285714	0.7867957924694432	7
Mollicutes gen. incertae sedis	CE	2.2857142857142856	0.9511897312113419	1.2857142857142858	0.4879500364742666	7
Mollicutes gen. incertae sedis	GH	7.428571428571429	6.133436852128472	6.285714285714286	4.029651999626672	7
Mollicutes gen. incertae sedis	GT	9.666666666666666	5.446711546122731	4.619047619047619	0.8261595987094034	7
Morganella	CBM	4	0	1	0	1
Morganella	CE	8.117647058823529	0	4	0	1
Morganella	GH	16.058823529411764	0	7.352941176470588	0	1
Morganella	GT	29.11764705882353	0	12.235294117647058	0	1
Murdochiella	CBM	3	0	2	0	2
Murdochiella	CE	1	0	1	0	2
Murdochiella	GH	7.5	0.7071067811865476	7	0	2
Murdochiella	GT	11	0	6	0	2
Muribaculaceae gen. incertae sedis	CBM	11.43921568627451	3.4719217219937732	5.464705882352941	1.658341656270076	34
Muribaculaceae gen. incertae sedis	CE	8.545098039215686	4.088596956692128	4.215686274509804	1.5409830107222213	34
Muribaculaceae gen. incertae sedis	GH	61.82450980392157	31.036178854694313	36.6421568627451	14.068682676214172	34
Muribaculaceae gen. incertae sedis	GT	39.877450980392155	8.191346836911178	11.455882352941176	1.5099606565712065	34
Muribaculaceae gen. incertae sedis	PL	4.107142857142857	3.7322841605302584	2.9642857142857144	1.8858204265832632	14
Muribaculum	CBM	9	0	4	0	1
Muribaculum	CE	11	0	6	0	1
Muribaculum	GH	87	0	43	0	1
Muribaculum	GT	38	0	13	0	1
Muribaculum	PL	4	0	3	0	1
Mycobacterium	CBM	5.75	0.3535533905932738	3	0	2
Mycobacterium	CE	23.75	3.8890872965260113	5	0	2
Mycobacterium	GH	25.25	0.3535533905932738	19.875	4.419417382415922	2
Mycobacterium	GT	37.75	6.010407640085654	13.25	1.0606601717798212	2
Mycoplasma	CBM	5.076823051978332	0.9235549906222597	1.4831570701135919	0.8955037887153403	7
Mycoplasma	CE	2.3300145753561905	0.8058910825109749	1.2111801242236024	0.39084398961043365	7
Mycoplasma	GH	4.468489785259972	1.7217202645386074	3.95119653815306	1.689377185620243	7
Mycoplasma	GT	16.976359678223034	4.72168086778878	5.558971571393932	1.2491789107399558	7
Mycoplasma	PL	1	0	1	0	1
Neglecta	CBM	10.666666666666666	0	6	0	1
Neglecta	CE	19.666666666666668	0	5	0	1
